Total Nacional;Comunidades y Ciudades Autónomas;Provincias;País de nacionalidad;Edad (hasta 100 y más);Sexo;Periodo;Total
Total Nacional;01 Andalucía;14 Córdoba;Suecia;Todas las edades;Total;1 de enero de 2019;20
Total Nacional;01 Andalucía;14 Córdoba;Albania;Todas las edades;Total;1 de enero de 2019;6
Total Nacional;01 Andalucía;14 Córdoba;Andorra;Todas las edades;Total;1 de enero de 2019;0
Total Nacional;01 Andalucía;14 Córdoba;Armenia;Todas las edades;Total;1 de enero de 2019;92
Total Nacional;01 Andalucía;14 Córdoba;Belarús;Todas las edades;Total;1 de enero de 2019;67
Total Nacional;01 Andalucía;14 Córdoba;Bosnia y Herzegovina;Todas las edades;Total;1 de enero de 2019;4
Total Nacional;01 Andalucía;14 Córdoba;Georgia;Todas las edades;Total;1 de enero de 2019;643
Total Nacional;01 Andalucía;14 Córdoba;Islandia;Todas las edades;Total;1 de enero de 2019;0
Total Nacional;01 Andalucía;14 Córdoba;Liechtenstein;Todas las edades;Total;1 de enero de 2019;0
Total Nacional;01 Andalucía;14 Córdoba;Macedonia del Norte;Todas las edades;Total;1 de enero de 2019;1
Total Nacional;01 Andalucía;14 Córdoba;Moldavia;Todas las edades;Total;1 de enero de 2019;88
Total Nacional;01 Andalucía;14 Córdoba;Noruega;Todas las edades;Total;1 de enero de 2019;9
Total Nacional;01 Andalucía;14 Córdoba;Reino Unido;Todas las edades;Total;1 de enero de 2019;921
Total Nacional;01 Andalucía;14 Córdoba;Rusia;Todas las edades;Total;1 de enero de 2019;184
Total Nacional;01 Andalucía;14 Córdoba;Serbia;Todas las edades;Total;1 de enero de 2019;16
Total Nacional;01 Andalucía;14 Córdoba;Serbia y Montenegro;Todas las edades;Total;1 de enero de 2019;""
Total Nacional;01 Andalucía;14 Córdoba;Suiza;Todas las edades;Total;1 de enero de 2019;25
Total Nacional;01 Andalucía;14 Córdoba;Turquía;Todas las edades;Total;1 de enero de 2019;25
Total Nacional;01 Andalucía;14 Córdoba;Ucrania;Todas las edades;Total;1 de enero de 2019;448
Total Nacional;01 Andalucía;14 Córdoba;Resto de Nacionalidades Europeas;Todas las edades;Total;1 de enero de 2019;1
Total Nacional;01 Andalucía;14 Córdoba;De Africa;Todas las edades;Total;1 de enero de 2019;4.252
Total Nacional;01 Andalucía;14 Córdoba;Angola;Todas las edades;Total;1 de enero de 2019;4
Total Nacional;01 Andalucía;14 Córdoba;Argelia;Todas las edades;Total;1 de enero de 2019;242
Total Nacional;01 Andalucía;14 Córdoba;Benin;Todas las edades;Total;1 de enero de 2019;7
Total Nacional;01 Andalucía;14 Córdoba;Burkina Faso;Todas las edades;Total;1 de enero de 2019;25
Total Nacional;01 Andalucía;14 Córdoba;Cabo Verde;Todas las edades;Total;1 de enero de 2019;8
Total Nacional;01 Andalucía;14 Córdoba;Camerún;Todas las edades;Total;1 de enero de 2019;103
Total Nacional;01 Andalucía;14 Córdoba;Congo;Todas las edades;Total;1 de enero de 2019;16
Total Nacional;01 Andalucía;14 Córdoba;Costa de Marfil;Todas las edades;Total;1 de enero de 2019;191
Total Nacional;01 Andalucía;14 Córdoba;Egipto;Todas las edades;Total;1 de enero de 2019;13
Total Nacional;01 Andalucía;14 Córdoba;Etiopía;Todas las edades;Total;1 de enero de 2019;8
Total Nacional;01 Andalucía;14 Córdoba;Gambia;Todas las edades;Total;1 de enero de 2019;90
Total Nacional;01 Andalucía;14 Córdoba;Ghana;Todas las edades;Total;1 de enero de 2019;38
Total Nacional;01 Andalucía;14 Córdoba;Guinea;Todas las edades;Total;1 de enero de 2019;251
Total Nacional;01 Andalucía;14 Córdoba;Guinea Ecuatorial;Todas las edades;Total;1 de enero de 2019;26
Total Nacional;01 Andalucía;14 Córdoba;Guinea-Bissau;Todas las edades;Total;1 de enero de 2019;12
Total Nacional;01 Andalucía;14 Córdoba;Kenia;Todas las edades;Total;1 de enero de 2019;34
Total Nacional;01 Andalucía;14 Córdoba;Liberia;Todas las edades;Total;1 de enero de 2019;2
Total Nacional;01 Andalucía;14 Córdoba;Mali;Todas las edades;Total;1 de enero de 2019;118
Total Nacional;01 Andalucía;14 Córdoba;Marruecos;Todas las edades;Total;1 de enero de 2019;2.668
Total Nacional;01 Andalucía;14 Córdoba;Mauritania;Todas las edades;Total;1 de enero de 2019;35
Total Nacional;01 Andalucía;14 Córdoba;Nigeria;Todas las edades;Total;1 de enero de 2019;157
Total Nacional;01 Andalucía;14 Córdoba;República Democrática del Congo;Todas las edades;Total;1 de enero de 2019;6
Total Nacional;01 Andalucía;14 Córdoba;Senegal;Todas las edades;Total;1 de enero de 2019;122
Total Nacional;01 Andalucía;14 Córdoba;Sierra Leona;Todas las edades;Total;1 de enero de 2019;4
Total Nacional;01 Andalucía;14 Córdoba;Sudáfrica;Todas las edades;Total;1 de enero de 2019;9
Total Nacional;01 Andalucía;14 Córdoba;Togo;Todas las edades;Total;1 de enero de 2019;5
Total Nacional;01 Andalucía;14 Córdoba;Túnez;Todas las edades;Total;1 de enero de 2019;4
Total Nacional;01 Andalucía;14 Córdoba;Resto de Nacionalidades Africanas;Todas las edades;Total;1 de enero de 2019;54
Total Nacional;01 Andalucía;14 Córdoba;De América;Todas las edades;Total;1 de enero de 2019;5.486
Total Nacional;01 Andalucía;14 Córdoba;De Centro América y Caribe;Todas las edades;Total;1 de enero de 2019;1.549
Total Nacional;01 Andalucía;14 Córdoba;Costa Rica;Todas las edades;Total;1 de enero de 2019;13
Total Nacional;01 Andalucía;14 Córdoba;Cuba;Todas las edades;Total;1 de enero de 2019;163
Total Nacional;01 Andalucía;14 Córdoba;Dominica;Todas las edades;Total;1 de enero de 2019;2
Total Nacional;01 Andalucía;14 Córdoba;El Salvador;Todas las edades;Total;1 de enero de 2019;100
Total Nacional;01 Andalucía;14 Córdoba;Guatemala;Todas las edades;Total;1 de enero de 2019;38
Total Nacional;01 Andalucía;14 Córdoba;Honduras;Todas las edades;Total;1 de enero de 2019;641
Total Nacional;01 Andalucía;14 Córdoba;Nicaragua;Todas las edades;Total;1 de enero de 2019;437
Total Nacional;01 Andalucía;14 Córdoba;Panamá;Todas las edades;Total;1 de enero de 2019;16
Total Nacional;01 Andalucía;14 Córdoba;República Dominicana;Todas las edades;Total;1 de enero de 2019;136
Total Nacional;01 Andalucía;14 Córdoba;Resto de Nacionalidades de América Central y Caribe;Todas las edades;Total;1 de enero de 2019;3
Total Nacional;01 Andalucía;14 Córdoba;De América del Norte;Todas las edades;Total;1 de enero de 2019;293
Total Nacional;01 Andalucía;14 Córdoba;Canadá;Todas las edades;Total;1 de enero de 2019;16
Total Nacional;01 Andalucía;14 Córdoba;Estados Unidos de América;Todas las edades;Total;1 de enero de 2019;143
Total Nacional;01 Andalucía;14 Córdoba;México;Todas las edades;Total;1 de enero de 2019;134
Total Nacional;01 Andalucía;14 Córdoba;De Sudamérica;Todas las edades;Total;1 de enero de 2019;3.644
Total Nacional;01 Andalucía;14 Córdoba;Argentina;Todas las edades;Total;1 de enero de 2019;239
Total Nacional;01 Andalucía;14 Córdoba;Bolivia;Todas las edades;Total;1 de enero de 2019;216
Total Nacional;01 Andalucía;14 Córdoba;Brasil;Todas las edades;Total;1 de enero de 2019;406
Total Nacional;01 Andalucía;14 Córdoba;Chile;Todas las edades;Total;1 de enero de 2019;65
Total Nacional;01 Andalucía;14 Córdoba;Colombia;Todas las edades;Total;1 de enero de 2019;868
Total Nacional;01 Andalucía;14 Córdoba;Ecuador;Todas las edades;Total;1 de enero de 2019;534
Total Nacional;01 Andalucía;14 Córdoba;Paraguay;Todas las edades;Total;1 de enero de 2019;598
Total Nacional;01 Andalucía;14 Córdoba;Perú;Todas las edades;Total;1 de enero de 2019;172
Total Nacional;01 Andalucía;14 Córdoba;Uruguay;Todas las edades;Total;1 de enero de 2019;40
Total Nacional;01 Andalucía;14 Córdoba;Venezuela;Todas las edades;Total;1 de enero de 2019;506
Total Nacional;01 Andalucía;14 Córdoba;Resto de Nacionalidades de América del Sur;Todas las edades;Total;1 de enero de 2019;0
Total Nacional;01 Andalucía;14 Córdoba;De Asia;Todas las edades;Total;1 de enero de 2019;1.676
Total Nacional;01 Andalucía;14 Córdoba;Arabia Saudí;Todas las edades;Total;1 de enero de 2019;2
Total Nacional;01 Andalucía;14 Córdoba;Bangladesh;Todas las edades;Total;1 de enero de 2019;2
Total Nacional;01 Andalucía;14 Córdoba;China;Todas las edades;Total;1 de enero de 2019;1.030
Total Nacional;01 Andalucía;14 Córdoba;Corea;Todas las edades;Total;1 de enero de 2019;4
Total Nacional;01 Andalucía;14 Córdoba;Filipinas;Todas las edades;Total;1 de enero de 2019;24
Total Nacional;01 Andalucía;14 Córdoba;India;Todas las edades;Total;1 de enero de 2019;48
Total Nacional;01 Andalucía;14 Córdoba;Indonesia;Todas las edades;Total;1 de enero de 2019;2
Total Nacional;01 Andalucía;14 Córdoba;Irán;Todas las edades;Total;1 de enero de 2019;3
Total Nacional;01 Andalucía;14 Córdoba;Iraq;Todas las edades;Total;1 de enero de 2019;7
Total Nacional;01 Andalucía;14 Córdoba;Israel;Todas las edades;Total;1 de enero de 2019;7
Total Nacional;01 Andalucía;14 Córdoba;Japón;Todas las edades;Total;1 de enero de 2019;14
Total Nacional;01 Andalucía;14 Córdoba;Jordania;Todas las edades;Total;1 de enero de 2019;4
Total Nacional;01 Andalucía;14 Córdoba;Kazajstán;Todas las edades;Total;1 de enero de 2019;2
Total Nacional;01 Andalucía;14 Córdoba;Líbano;Todas las edades;Total;1 de enero de 2019;4
Total Nacional;01 Andalucía;14 Córdoba;Nepal;Todas las edades;Total;1 de enero de 2019;1
Total Nacional;01 Andalucía;14 Córdoba;Pakistán;Todas las edades;Total;1 de enero de 2019;307
Total Nacional;01 Andalucía;14 Córdoba;Siria;Todas las edades;Total;1 de enero de 2019;132
Total Nacional;01 Andalucía;14 Córdoba;Tailandia;Todas las edades;Total;1 de enero de 2019;3
Total Nacional;01 Andalucía;14 Córdoba;Vietnam;Todas las edades;Total;1 de enero de 2019;12
Total Nacional;01 Andalucía;14 Córdoba;Resto de Nacionalidades Asiáticas;Todas las edades;Total;1 de enero de 2019;68
Total Nacional;01 Andalucía;14 Córdoba;De Oceanía;Todas las edades;Total;1 de enero de 2019;18
Total Nacional;01 Andalucía;14 Córdoba;Australia;Todas las edades;Total;1 de enero de 2019;12
Total Nacional;01 Andalucía;14 Córdoba;Nueva Zelanda;Todas las edades;Total;1 de enero de 2019;6
Total Nacional;01 Andalucía;14 Córdoba;Resto de Nacionalidades de Oceanía;Todas las edades;Total;1 de enero de 2019;0
Total Nacional;01 Andalucía;14 Córdoba;Apátridas;Todas las edades;Total;1 de enero de 2019;31
Total Nacional;01 Andalucía;18 Granada;Extranjera;Todas las edades;Total;1 de enero de 2019;60.969
Total Nacional;01 Andalucía;18 Granada;Europa (sin España);Todas las edades;Total;1 de enero de 2019;26.132
Total Nacional;01 Andalucía;18 Granada;Alemania;Todas las edades;Total;1 de enero de 2019;1.442
Total Nacional;01 Andalucía;18 Granada;Austria;Todas las edades;Total;1 de enero de 2019;106
Total Nacional;01 Andalucía;18 Granada;Bélgica;Todas las edades;Total;1 de enero de 2019;798
Total Nacional;01 Andalucía;18 Granada;Bulgaria;Todas las edades;Total;1 de enero de 2019;391
Total Nacional;01 Andalucía;18 Granada;Chipre;Todas las edades;Total;1 de enero de 2019;3
Total Nacional;01 Andalucía;18 Granada;Croacia;Todas las edades;Total;1 de enero de 2019;16
Total Nacional;01 Andalucía;18 Granada;Dinamarca;Todas las edades;Total;1 de enero de 2019;412
Total Nacional;01 Andalucía;18 Granada;Eslovenia;Todas las edades;Total;1 de enero de 2019;11
Total Nacional;01 Andalucía;18 Granada;Estonia;Todas las edades;Total;1 de enero de 2019;20
Total Nacional;01 Andalucía;18 Granada;Finlandia;Todas las edades;Total;1 de enero de 2019;84
Total Nacional;01 Andalucía;18 Granada;Francia;Todas las edades;Total;1 de enero de 2019;1.305
Total Nacional;01 Andalucía;18 Granada;Grecia;Todas las edades;Total;1 de enero de 2019;32
Total Nacional;01 Andalucía;18 Granada;Hungría;Todas las edades;Total;1 de enero de 2019;95
Total Nacional;01 Andalucía;18 Granada;Irlanda;Todas las edades;Total;1 de enero de 2019;214
Total Nacional;01 Andalucía;18 Granada;Italia;Todas las edades;Total;1 de enero de 2019;1.897
Total Nacional;01 Andalucía;18 Granada;Letonia;Todas las edades;Total;1 de enero de 2019;44
Total Nacional;01 Andalucía;18 Granada;Lituania;Todas las edades;Total;1 de enero de 2019;308
Total Nacional;01 Andalucía;18 Granada;Luxemburgo;Todas las edades;Total;1 de enero de 2019;5
Total Nacional;01 Andalucía;18 Granada;Malta;Todas las edades;Total;1 de enero de 2019;2
Total Nacional;01 Andalucía;18 Granada;Países Bajos;Todas las edades;Total;1 de enero de 2019;818
Total Nacional;01 Andalucía;18 Granada;Polonia;Todas las edades;Total;1 de enero de 2019;314
Total Nacional;01 Andalucía;18 Granada;Portugal;Todas las edades;Total;1 de enero de 2019;392
Total Nacional;01 Andalucía;18 Granada;República Checa;Todas las edades;Total;1 de enero de 2019;80
Total Nacional;01 Andalucía;18 Granada;República Eslovaca;Todas las edades;Total;1 de enero de 2019;58
Total Nacional;01 Andalucía;18 Granada;Rumanía;Todas las edades;Total;1 de enero de 2019;9.058
Total Nacional;01 Andalucía;18 Granada;Suecia;Todas las edades;Total;1 de enero de 2019;304
Total Nacional;01 Andalucía;18 Granada;Albania;Todas las edades;Total;1 de enero de 2019;29
Total Nacional;01 Andalucía;18 Granada;Andorra;Todas las edades;Total;1 de enero de 2019;12
Total Nacional;01 Andalucía;18 Granada;Armenia;Todas las edades;Total;1 de enero de 2019;52
Total Nacional;01 Andalucía;18 Granada;Belarús;Todas las edades;Total;1 de enero de 2019;44
Total Nacional;01 Andalucía;18 Granada;Bosnia y Herzegovina;Todas las edades;Total;1 de enero de 2019;7
Total Nacional;01 Andalucía;18 Granada;Georgia;Todas las edades;Total;1 de enero de 2019;35
Total Nacional;01 Andalucía;18 Granada;Islandia;Todas las edades;Total;1 de enero de 2019;14
Total Nacional;01 Andalucía;18 Granada;Liechtenstein;Todas las edades;Total;1 de enero de 2019;1
Total Nacional;01 Andalucía;18 Granada;Macedonia del Norte;Todas las edades;Total;1 de enero de 2019;4
Total Nacional;01 Andalucía;18 Granada;Moldavia;Todas las edades;Total;1 de enero de 2019;35
Total Nacional;01 Andalucía;18 Granada;Noruega;Todas las edades;Total;1 de enero de 2019;95
Total Nacional;01 Andalucía;18 Granada;Reino Unido;Todas las edades;Total;1 de enero de 2019;5.574
Total Nacional;01 Andalucía;18 Granada;Rusia;Todas las edades;Total;1 de enero de 2019;1.189
Total Nacional;01 Andalucía;18 Granada;Serbia;Todas las edades;Total;1 de enero de 2019;28
Total Nacional;01 Andalucía;18 Granada;Serbia y Montenegro;Todas las edades;Total;1 de enero de 2019;""
Total Nacional;01 Andalucía;18 Granada;Suiza;Todas las edades;Total;1 de enero de 2019;198
Total Nacional;01 Andalucía;18 Granada;Turquía;Todas las edades;Total;1 de enero de 2019;63
Total Nacional;01 Andalucía;18 Granada;Ucrania;Todas las edades;Total;1 de enero de 2019;535
Total Nacional;01 Andalucía;18 Granada;Resto de Nacionalidades Europeas;Todas las edades;Total;1 de enero de 2019;8
Total Nacional;01 Andalucía;18 Granada;De Africa;Todas las edades;Total;1 de enero de 2019;18.930
Total Nacional;01 Andalucía;18 Granada;Angola;Todas las edades;Total;1 de enero de 2019;3
Total Nacional;01 Andalucía;18 Granada;Argelia;Todas las edades;Total;1 de enero de 2019;454
Total Nacional;01 Andalucía;18 Granada;Benin;Todas las edades;Total;1 de enero de 2019;1
Total Nacional;01 Andalucía;18 Granada;Burkina Faso;Todas las edades;Total;1 de enero de 2019;12
Total Nacional;01 Andalucía;18 Granada;Cabo Verde;Todas las edades;Total;1 de enero de 2019;1
Total Nacional;01 Andalucía;18 Granada;Camerún;Todas las edades;Total;1 de enero de 2019;30
Total Nacional;01 Andalucía;18 Granada;Congo;Todas las edades;Total;1 de enero de 2019;7
Total Nacional;01 Andalucía;18 Granada;Costa de Marfil;Todas las edades;Total;1 de enero de 2019;54
Total Nacional;01 Andalucía;18 Granada;Egipto;Todas las edades;Total;1 de enero de 2019;61
Total Nacional;01 Andalucía;18 Granada;Etiopía;Todas las edades;Total;1 de enero de 2019;7
Total Nacional;01 Andalucía;18 Granada;Gambia;Todas las edades;Total;1 de enero de 2019;58
Total Nacional;01 Andalucía;18 Granada;Ghana;Todas las edades;Total;1 de enero de 2019;87
Total Nacional;01 Andalucía;18 Granada;Guinea;Todas las edades;Total;1 de enero de 2019;77
Total Nacional;01 Andalucía;18 Granada;Guinea Ecuatorial;Todas las edades;Total;1 de enero de 2019;60
Total Nacional;01 Andalucía;18 Granada;Guinea-Bissau;Todas las edades;Total;1 de enero de 2019;18
Total Nacional;01 Andalucía;18 Granada;Kenia;Todas las edades;Total;1 de enero de 2019;19
Total Nacional;01 Andalucía;18 Granada;Liberia;Todas las edades;Total;1 de enero de 2019;2
Total Nacional;01 Andalucía;18 Granada;Mali;Todas las edades;Total;1 de enero de 2019;155
Total Nacional;01 Andalucía;18 Granada;Marruecos;Todas las edades;Total;1 de enero de 2019;15.092
Total Nacional;01 Andalucía;18 Granada;Mauritania;Todas las edades;Total;1 de enero de 2019;79
Total Nacional;01 Andalucía;18 Granada;Nigeria;Todas las edades;Total;1 de enero de 2019;197
Total Nacional;01 Andalucía;18 Granada;República Democrática del Congo;Todas las edades;Total;1 de enero de 2019;3
Total Nacional;01 Andalucía;18 Granada;Senegal;Todas las edades;Total;1 de enero de 2019;2.368
Total Nacional;01 Andalucía;18 Granada;Sierra Leona;Todas las edades;Total;1 de enero de 2019;3
Total Nacional;01 Andalucía;18 Granada;Sudáfrica;Todas las edades;Total;1 de enero de 2019;21
Total Nacional;01 Andalucía;18 Granada;Togo;Todas las edades;Total;1 de enero de 2019;8
Total Nacional;01 Andalucía;18 Granada;Túnez;Todas las edades;Total;1 de enero de 2019;19
Total Nacional;01 Andalucía;18 Granada;Resto de Nacionalidades Africanas;Todas las edades;Total;1 de enero de 2019;34
Total Nacional;01 Andalucía;18 Granada;De América;Todas las edades;Total;1 de enero de 2019;12.232
Total Nacional;01 Andalucía;18 Granada;De Centro América y Caribe;Todas las edades;Total;1 de enero de 2019;1.952
Total Nacional;01 Andalucía;18 Granada;Costa Rica;Todas las edades;Total;1 de enero de 2019;26
Total Nacional;01 Andalucía;18 Granada;Cuba;Todas las edades;Total;1 de enero de 2019;381
Total Nacional;01 Andalucía;18 Granada;Dominica;Todas las edades;Total;1 de enero de 2019;7
Total Nacional;01 Andalucía;18 Granada;El Salvador;Todas las edades;Total;1 de enero de 2019;59
Total Nacional;01 Andalucía;18 Granada;Guatemala;Todas las edades;Total;1 de enero de 2019;44
Total Nacional;01 Andalucía;18 Granada;Honduras;Todas las edades;Total;1 de enero de 2019;603
Total Nacional;01 Andalucía;18 Granada;Nicaragua;Todas las edades;Total;1 de enero de 2019;256
Total Nacional;01 Andalucía;18 Granada;Panamá;Todas las edades;Total;1 de enero de 2019;20
Total Nacional;01 Andalucía;18 Granada;República Dominicana;Todas las edades;Total;1 de enero de 2019;545
Total Nacional;01 Andalucía;18 Granada;Resto de Nacionalidades de América Central y Caribe;Todas las edades;Total;1 de enero de 2019;11
Total Nacional;01 Andalucía;18 Granada;De América del Norte;Todas las edades;Total;1 de enero de 2019;1.182
Total Nacional;01 Andalucía;18 Granada;Canadá;Todas las edades;Total;1 de enero de 2019;87
Total Nacional;01 Andalucía;18 Granada;Estados Unidos de América;Todas las edades;Total;1 de enero de 2019;728
Total Nacional;01 Andalucía;18 Granada;México;Todas las edades;Total;1 de enero de 2019;367
Total Nacional;01 Andalucía;18 Granada;De Sudamérica;Todas las edades;Total;1 de enero de 2019;9.098
Total Nacional;01 Andalucía;18 Granada;Argentina;Todas las edades;Total;1 de enero de 2019;1.492
Total Nacional;01 Andalucía;18 Granada;Bolivia;Todas las edades;Total;1 de enero de 2019;2.132
Total Nacional;01 Andalucía;18 Granada;Brasil;Todas las edades;Total;1 de enero de 2019;946
Total Nacional;01 Andalucía;18 Granada;Chile;Todas las edades;Total;1 de enero de 2019;268
Total Nacional;01 Andalucía;18 Granada;Colombia;Todas las edades;Total;1 de enero de 2019;1.684
Total Nacional;01 Andalucía;18 Granada;Ecuador;Todas las edades;Total;1 de enero de 2019;822
Total Nacional;01 Andalucía;18 Granada;Paraguay;Todas las edades;Total;1 de enero de 2019;252
Total Nacional;01 Andalucía;18 Granada;Perú;Todas las edades;Total;1 de enero de 2019;320
Total Nacional;01 Andalucía;18 Granada;Uruguay;Todas las edades;Total;1 de enero de 2019;119
Total Nacional;01 Andalucía;18 Granada;Venezuela;Todas las edades;Total;1 de enero de 2019;1.061
Total Nacional;01 Andalucía;18 Granada;Resto de Nacionalidades de América del Sur;Todas las edades;Total;1 de enero de 2019;2
Total Nacional;01 Andalucía;18 Granada;De Asia;Todas las edades;Total;1 de enero de 2019;3.579
Total Nacional;01 Andalucía;18 Granada;Arabia Saudí;Todas las edades;Total;1 de enero de 2019;9
Total Nacional;01 Andalucía;18 Granada;Bangladesh;Todas las edades;Total;1 de enero de 2019;6
Total Nacional;01 Andalucía;18 Granada;China;Todas las edades;Total;1 de enero de 2019;2.183
Total Nacional;01 Andalucía;18 Granada;Corea;Todas las edades;Total;1 de enero de 2019;47
Total Nacional;01 Andalucía;18 Granada;Filipinas;Todas las edades;Total;1 de enero de 2019;61
Total Nacional;01 Andalucía;18 Granada;India;Todas las edades;Total;1 de enero de 2019;164
Total Nacional;01 Andalucía;18 Granada;Indonesia;Todas las edades;Total;1 de enero de 2019;7
Total Nacional;01 Andalucía;18 Granada;Irán;Todas las edades;Total;1 de enero de 2019;19
Total Nacional;01 Andalucía;18 Granada;Iraq;Todas las edades;Total;1 de enero de 2019;65
Total Nacional;01 Andalucía;18 Granada;Israel;Todas las edades;Total;1 de enero de 2019;39
Total Nacional;01 Andalucía;18 Granada;Japón;Todas las edades;Total;1 de enero de 2019;163
Total Nacional;01 Andalucía;18 Granada;Jordania;Todas las edades;Total;1 de enero de 2019;37
Total Nacional;01 Andalucía;18 Granada;Kazajstán;Todas las edades;Total;1 de enero de 2019;6
Total Nacional;01 Andalucía;18 Granada;Líbano;Todas las edades;Total;1 de enero de 2019;15
Total Nacional;01 Andalucía;18 Granada;Nepal;Todas las edades;Total;1 de enero de 2019;3
Total Nacional;01 Andalucía;18 Granada;Pakistán;Todas las edades;Total;1 de enero de 2019;360
Total Nacional;01 Andalucía;18 Granada;Siria;Todas las edades;Total;1 de enero de 2019;267
Total Nacional;01 Andalucía;18 Granada;Tailandia;Todas las edades;Total;1 de enero de 2019;12
Total Nacional;01 Andalucía;18 Granada;Vietnam;Todas las edades;Total;1 de enero de 2019;18
Total Nacional;01 Andalucía;18 Granada;Resto de Nacionalidades Asiáticas;Todas las edades;Total;1 de enero de 2019;98
Total Nacional;01 Andalucía;18 Granada;De Oceanía;Todas las edades;Total;1 de enero de 2019;74
Total Nacional;01 Andalucía;18 Granada;Australia;Todas las edades;Total;1 de enero de 2019;61
Total Nacional;01 Andalucía;18 Granada;Nueva Zelanda;Todas las edades;Total;1 de enero de 2019;13
Total Nacional;01 Andalucía;18 Granada;Resto de Nacionalidades de Oceanía;Todas las edades;Total;1 de enero de 2019;0
Total Nacional;01 Andalucía;18 Granada;Apátridas;Todas las edades;Total;1 de enero de 2019;22
Total Nacional;01 Andalucía;21 Huelva;Extranjera;Todas las edades;Total;1 de enero de 2019;44.838
Total Nacional;01 Andalucía;21 Huelva;Europa (sin España);Todas las edades;Total;1 de enero de 2019;24.728
Total Nacional;01 Andalucía;21 Huelva;Alemania;Todas las edades;Total;1 de enero de 2019;390
Total Nacional;01 Andalucía;21 Huelva;Austria;Todas las edades;Total;1 de enero de 2019;14
Total Nacional;01 Andalucía;21 Huelva;Bélgica;Todas las edades;Total;1 de enero de 2019;54
Total Nacional;01 Andalucía;21 Huelva;Bulgaria;Todas las edades;Total;1 de enero de 2019;1.644
Total Nacional;01 Andalucía;21 Huelva;Chipre;Todas las edades;Total;1 de enero de 2019;2
Total Nacional;01 Andalucía;21 Huelva;Croacia;Todas las edades;Total;1 de enero de 2019;5
Total Nacional;01 Andalucía;21 Huelva;Dinamarca;Todas las edades;Total;1 de enero de 2019;12
Total Nacional;01 Andalucía;21 Huelva;Eslovenia;Todas las edades;Total;1 de enero de 2019;3
Total Nacional;01 Andalucía;21 Huelva;Estonia;Todas las edades;Total;1 de enero de 2019;11
Total Nacional;01 Andalucía;21 Huelva;Finlandia;Todas las edades;Total;1 de enero de 2019;3
Total Nacional;01 Andalucía;21 Huelva;Francia;Todas las edades;Total;1 de enero de 2019;202
Total Nacional;01 Andalucía;21 Huelva;Grecia;Todas las edades;Total;1 de enero de 2019;10
Total Nacional;01 Andalucía;21 Huelva;Hungría;Todas las edades;Total;1 de enero de 2019;15
Total Nacional;01 Andalucía;21 Huelva;Irlanda;Todas las edades;Total;1 de enero de 2019;59
Total Nacional;01 Andalucía;21 Huelva;Italia;Todas las edades;Total;1 de enero de 2019;238
Total Nacional;01 Andalucía;21 Huelva;Letonia;Todas las edades;Total;1 de enero de 2019;15
Total Nacional;01 Andalucía;21 Huelva;Lituania;Todas las edades;Total;1 de enero de 2019;205
Total Nacional;01 Andalucía;21 Huelva;Luxemburgo;Todas las edades;Total;1 de enero de 2019;0
Total Nacional;01 Andalucía;21 Huelva;Malta;Todas las edades;Total;1 de enero de 2019;0
Total Nacional;01 Andalucía;21 Huelva;Países Bajos;Todas las edades;Total;1 de enero de 2019;240
Total Nacional;01 Andalucía;21 Huelva;Polonia;Todas las edades;Total;1 de enero de 2019;1.795
Total Nacional;01 Andalucía;21 Huelva;Portugal;Todas las edades;Total;1 de enero de 2019;1.927
Total Nacional;01 Andalucía;21 Huelva;República Checa;Todas las edades;Total;1 de enero de 2019;37
Total Nacional;01 Andalucía;21 Huelva;República Eslovaca;Todas las edades;Total;1 de enero de 2019;31
Total Nacional;01 Andalucía;21 Huelva;Rumanía;Todas las edades;Total;1 de enero de 2019;15.478
Total Nacional;01 Andalucía;21 Huelva;Suecia;Todas las edades;Total;1 de enero de 2019;35
Total Nacional;01 Andalucía;21 Huelva;Albania;Todas las edades;Total;1 de enero de 2019;6
Total Nacional;01 Andalucía;21 Huelva;Andorra;Todas las edades;Total;1 de enero de 2019;0
Total Nacional;01 Andalucía;21 Huelva;Armenia;Todas las edades;Total;1 de enero de 2019;14
Total Nacional;01 Andalucía;21 Huelva;Belarús;Todas las edades;Total;1 de enero de 2019;58
Total Nacional;01 Andalucía;21 Huelva;Bosnia y Herzegovina;Todas las edades;Total;1 de enero de 2019;1
Total Nacional;01 Andalucía;21 Huelva;Georgia;Todas las edades;Total;1 de enero de 2019;56
Total Nacional;01 Andalucía;21 Huelva;Islandia;Todas las edades;Total;1 de enero de 2019;3
Total Nacional;01 Andalucía;21 Huelva;Liechtenstein;Todas las edades;Total;1 de enero de 2019;0
Total Nacional;01 Andalucía;21 Huelva;Macedonia del Norte;Todas las edades;Total;1 de enero de 2019;0
Total Nacional;01 Andalucía;21 Huelva;Moldavia;Todas las edades;Total;1 de enero de 2019;117
Total Nacional;01 Andalucía;21 Huelva;Noruega;Todas las edades;Total;1 de enero de 2019;8
Total Nacional;01 Andalucía;21 Huelva;Reino Unido;Todas las edades;Total;1 de enero de 2019;879
Total Nacional;01 Andalucía;21 Huelva;Rusia;Todas las edades;Total;1 de enero de 2019;119
Total Nacional;01 Andalucía;21 Huelva;Serbia;Todas las edades;Total;1 de enero de 2019;3
