Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Relacion entre lugar de nacimiento y residencia;Edad (grupos quinquenales);Sexo;Periodo;Total
Total Nacional;13 Madrid, Comunidad de;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;0
Total Nacional;13 Madrid, Comunidad de;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;13 Madrid, Comunidad de;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;0
Total Nacional;13 Madrid, Comunidad de;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;0
Total Nacional;13 Madrid, Comunidad de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;1.549.633
Total Nacional;13 Madrid, Comunidad de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;1.627.395
Total Nacional;13 Madrid, Comunidad de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;1.655.342
Total Nacional;13 Madrid, Comunidad de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;1.698.194
Total Nacional;13 Madrid, Comunidad de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;1.751.762
Total Nacional;13 Madrid, Comunidad de;;En el extranjero;Todas las edades;Total;1 de enero de 2022;1.415.140
Total Nacional;13 Madrid, Comunidad de;;En el extranjero;Todas las edades;Total;1 de enero de 2018;1.219.347
Total Nacional;13 Madrid, Comunidad de;;En el extranjero;Todas las edades;Total;1 de enero de 2014;1.178.013
Total Nacional;13 Madrid, Comunidad de;;En el extranjero;Todas las edades;Total;1 de enero de 2010;1.267.999
Total Nacional;13 Madrid, Comunidad de;;En el extranjero;Todas las edades;Total;1 de enero de 2006;922.663
Total Nacional;14 Murcia, Región de;;En España;Todas las edades;Total;1 de enero de 2022;1.260.498
Total Nacional;14 Murcia, Región de;;En España;Todas las edades;Total;1 de enero de 2018;1.251.888
Total Nacional;14 Murcia, Región de;;En España;Todas las edades;Total;1 de enero de 2014;1.236.319
Total Nacional;14 Murcia, Región de;;En España;Todas las edades;Total;1 de enero de 2010;1.212.431
Total Nacional;14 Murcia, Región de;;En España;Todas las edades;Total;1 de enero de 2006;1.171.410
Total Nacional;14 Murcia, Región de;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;1.109.785
Total Nacional;14 Murcia, Región de;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;1.103.095
Total Nacional;14 Murcia, Región de;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;1.089.213
Total Nacional;14 Murcia, Región de;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;1.067.411
Total Nacional;14 Murcia, Región de;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;1.031.696
Total Nacional;14 Murcia, Región de;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;14 Murcia, Región de;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;0
Total Nacional;14 Murcia, Región de;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;14 Murcia, Región de;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;0
Total Nacional;14 Murcia, Región de;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;0
Total Nacional;14 Murcia, Región de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;150.713
Total Nacional;14 Murcia, Región de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;148.793
Total Nacional;14 Murcia, Región de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;147.106
Total Nacional;14 Murcia, Región de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;145.020
Total Nacional;14 Murcia, Región de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;139.714
Total Nacional;14 Murcia, Región de;;En el extranjero;Todas las edades;Total;1 de enero de 2022;271.380
Total Nacional;14 Murcia, Región de;;En el extranjero;Todas las edades;Total;1 de enero de 2018;226.621
Total Nacional;14 Murcia, Región de;;En el extranjero;Todas las edades;Total;1 de enero de 2014;230.499
Total Nacional;14 Murcia, Región de;;En el extranjero;Todas las edades;Total;1 de enero de 2010;249.548
Total Nacional;14 Murcia, Región de;;En el extranjero;Todas las edades;Total;1 de enero de 2006;198.896
Total Nacional;15 Navarra, Comunidad Foral de;;En España;Todas las edades;Total;1 de enero de 2022;552.351
Total Nacional;15 Navarra, Comunidad Foral de;;En España;Todas las edades;Total;1 de enero de 2018;555.256
Total Nacional;15 Navarra, Comunidad Foral de;;En España;Todas las edades;Total;1 de enero de 2014;554.386
Total Nacional;15 Navarra, Comunidad Foral de;;En España;Todas las edades;Total;1 de enero de 2010;549.609
Total Nacional;15 Navarra, Comunidad Foral de;;En España;Todas las edades;Total;1 de enero de 2006;539.546
Total Nacional;15 Navarra, Comunidad Foral de;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;448.105
Total Nacional;15 Navarra, Comunidad Foral de;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;450.195
Total Nacional;15 Navarra, Comunidad Foral de;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;448.874
Total Nacional;15 Navarra, Comunidad Foral de;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;443.756
Total Nacional;15 Navarra, Comunidad Foral de;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;435.634
Total Nacional;15 Navarra, Comunidad Foral de;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;15 Navarra, Comunidad Foral de;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;0
Total Nacional;15 Navarra, Comunidad Foral de;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;15 Navarra, Comunidad Foral de;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;0
Total Nacional;15 Navarra, Comunidad Foral de;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;0
Total Nacional;15 Navarra, Comunidad Foral de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;104.246
Total Nacional;15 Navarra, Comunidad Foral de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;105.061
Total Nacional;15 Navarra, Comunidad Foral de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;105.512
Total Nacional;15 Navarra, Comunidad Foral de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;105.853
Total Nacional;15 Navarra, Comunidad Foral de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;103.912
Total Nacional;15 Navarra, Comunidad Foral de;;En el extranjero;Todas las edades;Total;1 de enero de 2022;111.766
Total Nacional;15 Navarra, Comunidad Foral de;;En el extranjero;Todas las edades;Total;1 de enero de 2018;92.298
Total Nacional;15 Navarra, Comunidad Foral de;;En el extranjero;Todas las edades;Total;1 de enero de 2014;86.404
Total Nacional;15 Navarra, Comunidad Foral de;;En el extranjero;Todas las edades;Total;1 de enero de 2010;87.315
Total Nacional;15 Navarra, Comunidad Foral de;;En el extranjero;Todas las edades;Total;1 de enero de 2006;62.328
Total Nacional;16 País Vasco;;En España;Todas las edades;Total;1 de enero de 2022;1.954.235
Total Nacional;16 País Vasco;;En España;Todas las edades;Total;1 de enero de 2018;1.992.558
Total Nacional;16 País Vasco;;En España;Todas las edades;Total;1 de enero de 2014;2.007.268
Total Nacional;16 País Vasco;;En España;Todas las edades;Total;1 de enero de 2010;2.010.957
Total Nacional;16 País Vasco;;En España;Todas las edades;Total;1 de enero de 2006;2.025.590
Total Nacional;16 País Vasco;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;1.492.205
Total Nacional;16 País Vasco;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;1.499.237
Total Nacional;16 País Vasco;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;1.490.101
Total Nacional;16 País Vasco;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;1.470.475
Total Nacional;16 País Vasco;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;1.456.013
Total Nacional;16 País Vasco;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;80.885
Total Nacional;16 País Vasco;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;80.919
Total Nacional;16 País Vasco;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;80.799
Total Nacional;16 País Vasco;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;81.045
Total Nacional;16 País Vasco;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;81.415
Total Nacional;16 País Vasco;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;381.145
Total Nacional;16 País Vasco;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;412.402
Total Nacional;16 País Vasco;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;436.368
Total Nacional;16 País Vasco;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;459.437
Total Nacional;16 País Vasco;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;488.162
Total Nacional;16 País Vasco;;En el extranjero;Todas las edades;Total;1 de enero de 2022;253.939
Total Nacional;16 País Vasco;;En el extranjero;Todas las edades;Total;1 de enero de 2018;206.530
Total Nacional;16 País Vasco;;En el extranjero;Todas las edades;Total;1 de enero de 2014;181.717
Total Nacional;16 País Vasco;;En el extranjero;Todas las edades;Total;1 de enero de 2010;167.382
Total Nacional;16 País Vasco;;En el extranjero;Todas las edades;Total;1 de enero de 2006;108.094
Total Nacional;17 Rioja, La;;En España;Todas las edades;Total;1 de enero de 2022;268.147
Total Nacional;17 Rioja, La;;En España;Todas las edades;Total;1 de enero de 2018;271.763
Total Nacional;17 Rioja, La;;En España;Todas las edades;Total;1 de enero de 2014;273.724
Total Nacional;17 Rioja, La;;En España;Todas las edades;Total;1 de enero de 2010;273.490
Total Nacional;17 Rioja, La;;En España;Todas las edades;Total;1 de enero de 2006;269.415
Total Nacional;17 Rioja, La;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;206.560
Total Nacional;17 Rioja, La;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;210.030
Total Nacional;17 Rioja, La;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;211.900
Total Nacional;17 Rioja, La;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;211.090
Total Nacional;17 Rioja, La;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;208.666
Total Nacional;17 Rioja, La;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;17 Rioja, La;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;0
Total Nacional;17 Rioja, La;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;17 Rioja, La;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;0
Total Nacional;17 Rioja, La;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;0
Total Nacional;17 Rioja, La;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;61.587
Total Nacional;17 Rioja, La;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;61.733
Total Nacional;17 Rioja, La;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;61.824
Total Nacional;17 Rioja, La;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;62.400
Total Nacional;17 Rioja, La;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;60.749
Total Nacional;17 Rioja, La;;En el extranjero;Todas las edades;Total;1 de enero de 2022;51.745
Total Nacional;17 Rioja, La;;En el extranjero;Todas las edades;Total;1 de enero de 2018;43.912
Total Nacional;17 Rioja, La;;En el extranjero;Todas las edades;Total;1 de enero de 2014;45.278
Total Nacional;17 Rioja, La;;En el extranjero;Todas las edades;Total;1 de enero de 2010;48.925
Total Nacional;17 Rioja, La;;En el extranjero;Todas las edades;Total;1 de enero de 2006;36.962
Total Nacional;18 Ceuta;;En España;Todas las edades;Total;1 de enero de 2022;72.625
Total Nacional;18 Ceuta;;En España;Todas las edades;Total;1 de enero de 2018;74.098
Total Nacional;18 Ceuta;;En España;Todas las edades;Total;1 de enero de 2014;74.603
Total Nacional;18 Ceuta;;En España;Todas las edades;Total;1 de enero de 2010;72.366
Total Nacional;18 Ceuta;;En España;Todas las edades;Total;1 de enero de 2006;69.303
Total Nacional;18 Ceuta;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;57.480
Total Nacional;18 Ceuta;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;57.887
Total Nacional;18 Ceuta;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;56.861
Total Nacional;18 Ceuta;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;54.513
Total Nacional;18 Ceuta;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;52.020
Total Nacional;18 Ceuta;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;423
Total Nacional;18 Ceuta;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;472
Total Nacional;18 Ceuta;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;512
Total Nacional;18 Ceuta;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;529
Total Nacional;18 Ceuta;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;540
Total Nacional;18 Ceuta;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;14.722
Total Nacional;18 Ceuta;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;15.739
Total Nacional;18 Ceuta;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;17.230
Total Nacional;18 Ceuta;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;17.324
Total Nacional;18 Ceuta;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;16.743
Total Nacional;18 Ceuta;;En el extranjero;Todas las edades;Total;1 de enero de 2022;10.492
Total Nacional;18 Ceuta;;En el extranjero;Todas las edades;Total;1 de enero de 2018;11.046
Total Nacional;18 Ceuta;;En el extranjero;Todas las edades;Total;1 de enero de 2014;10.360
Total Nacional;18 Ceuta;;En el extranjero;Todas las edades;Total;1 de enero de 2010;8.213
Total Nacional;18 Ceuta;;En el extranjero;Todas las edades;Total;1 de enero de 2006;6.558
Total Nacional;19 Melilla;;En España;Todas las edades;Total;1 de enero de 2022;66.043
Total Nacional;19 Melilla;;En España;Todas las edades;Total;1 de enero de 2018;65.945
Total Nacional;19 Melilla;;En España;Todas las edades;Total;1 de enero de 2014;64.117
Total Nacional;19 Melilla;;En España;Todas las edades;Total;1 de enero de 2010;59.187
Total Nacional;19 Melilla;;En España;Todas las edades;Total;1 de enero de 2006;55.373
Total Nacional;19 Melilla;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;52.730
Total Nacional;19 Melilla;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;52.486
Total Nacional;19 Melilla;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;50.063
Total Nacional;19 Melilla;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;46.329
Total Nacional;19 Melilla;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;42.833
Total Nacional;19 Melilla;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;291
