Total Nacional;Comunidades y Ciudades Autónomas;Provincias;País de nacionalidad;Edad (hasta 100 y más);Sexo;Periodo;Total
Total Nacional;01 Andalucía;14 Córdoba;El Salvador;Todas las edades;Total;1 de enero de 2014;15
Total Nacional;01 Andalucía;14 Córdoba;Guatemala;Todas las edades;Total;1 de enero de 2014;72
Total Nacional;01 Andalucía;14 Córdoba;Honduras;Todas las edades;Total;1 de enero de 2014;205
Total Nacional;01 Andalucía;14 Córdoba;Nicaragua;Todas las edades;Total;1 de enero de 2014;221
Total Nacional;01 Andalucía;14 Córdoba;Panamá;Todas las edades;Total;1 de enero de 2014;13
Total Nacional;01 Andalucía;14 Córdoba;República Dominicana;Todas las edades;Total;1 de enero de 2014;161
Total Nacional;01 Andalucía;14 Córdoba;Resto de Nacionalidades de América Central y Caribe;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;01 Andalucía;14 Córdoba;De América del Norte;Todas las edades;Total;1 de enero de 2014;288
Total Nacional;01 Andalucía;14 Córdoba;Canadá;Todas las edades;Total;1 de enero de 2014;11
Total Nacional;01 Andalucía;14 Córdoba;Estados Unidos de América;Todas las edades;Total;1 de enero de 2014;128
Total Nacional;01 Andalucía;14 Córdoba;México;Todas las edades;Total;1 de enero de 2014;149
Total Nacional;01 Andalucía;14 Córdoba;De Sudamérica;Todas las edades;Total;1 de enero de 2014;4.223
Total Nacional;01 Andalucía;14 Córdoba;Argentina;Todas las edades;Total;1 de enero de 2014;278
Total Nacional;01 Andalucía;14 Córdoba;Bolivia;Todas las edades;Total;1 de enero de 2014;477
Total Nacional;01 Andalucía;14 Córdoba;Brasil;Todas las edades;Total;1 de enero de 2014;433
Total Nacional;01 Andalucía;14 Córdoba;Chile;Todas las edades;Total;1 de enero de 2014;65
Total Nacional;01 Andalucía;14 Córdoba;Colombia;Todas las edades;Total;1 de enero de 2014;930
Total Nacional;01 Andalucía;14 Córdoba;Ecuador;Todas las edades;Total;1 de enero de 2014;1.045
Total Nacional;01 Andalucía;14 Córdoba;Paraguay;Todas las edades;Total;1 de enero de 2014;563
Total Nacional;01 Andalucía;14 Córdoba;Perú;Todas las edades;Total;1 de enero de 2014;163
Total Nacional;01 Andalucía;14 Córdoba;Uruguay;Todas las edades;Total;1 de enero de 2014;54
Total Nacional;01 Andalucía;14 Córdoba;Venezuela;Todas las edades;Total;1 de enero de 2014;215
Total Nacional;01 Andalucía;14 Córdoba;Resto de Nacionalidades de América del Sur;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;01 Andalucía;14 Córdoba;De Asia;Todas las edades;Total;1 de enero de 2014;1.555
Total Nacional;01 Andalucía;14 Córdoba;Arabia Saudí;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;01 Andalucía;14 Córdoba;Bangladesh;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;01 Andalucía;14 Córdoba;China;Todas las edades;Total;1 de enero de 2014;1.010
Total Nacional;01 Andalucía;14 Córdoba;Corea;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;01 Andalucía;14 Córdoba;Filipinas;Todas las edades;Total;1 de enero de 2014;16
Total Nacional;01 Andalucía;14 Córdoba;India;Todas las edades;Total;1 de enero de 2014;29
Total Nacional;01 Andalucía;14 Córdoba;Indonesia;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;01 Andalucía;14 Córdoba;Irán;Todas las edades;Total;1 de enero de 2014;9
Total Nacional;01 Andalucía;14 Córdoba;Iraq;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;01 Andalucía;14 Córdoba;Israel;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;01 Andalucía;14 Córdoba;Japón;Todas las edades;Total;1 de enero de 2014;13
Total Nacional;01 Andalucía;14 Córdoba;Jordania;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;01 Andalucía;14 Córdoba;Kazajstán;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;01 Andalucía;14 Córdoba;Líbano;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;01 Andalucía;14 Córdoba;Nepal;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;01 Andalucía;14 Córdoba;Pakistán;Todas las edades;Total;1 de enero de 2014;393
Total Nacional;01 Andalucía;14 Córdoba;Siria;Todas las edades;Total;1 de enero de 2014;24
Total Nacional;01 Andalucía;14 Córdoba;Tailandia;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;01 Andalucía;14 Córdoba;Vietnam;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;01 Andalucía;14 Córdoba;Resto de Nacionalidades Asiáticas;Todas las edades;Total;1 de enero de 2014;24
Total Nacional;01 Andalucía;14 Córdoba;De Oceanía;Todas las edades;Total;1 de enero de 2014;10
Total Nacional;01 Andalucía;14 Córdoba;Australia;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;01 Andalucía;14 Córdoba;Nueva Zelanda;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;01 Andalucía;14 Córdoba;Resto de Nacionalidades de Oceanía;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;01 Andalucía;14 Córdoba;Apátridas;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;01 Andalucía;18 Granada;Extranjera;Todas las edades;Total;1 de enero de 2014;62.039
Total Nacional;01 Andalucía;18 Granada;Europa (sin España);Todas las edades;Total;1 de enero de 2014;29.860
Total Nacional;01 Andalucía;18 Granada;Alemania;Todas las edades;Total;1 de enero de 2014;1.780
Total Nacional;01 Andalucía;18 Granada;Austria;Todas las edades;Total;1 de enero de 2014;127
Total Nacional;01 Andalucía;18 Granada;Bélgica;Todas las edades;Total;1 de enero de 2014;763
Total Nacional;01 Andalucía;18 Granada;Bulgaria;Todas las edades;Total;1 de enero de 2014;616
Total Nacional;01 Andalucía;18 Granada;Chipre;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;01 Andalucía;18 Granada;Croacia;Todas las edades;Total;1 de enero de 2014;10
Total Nacional;01 Andalucía;18 Granada;Dinamarca;Todas las edades;Total;1 de enero de 2014;512
Total Nacional;01 Andalucía;18 Granada;Eslovenia;Todas las edades;Total;1 de enero de 2014;19
Total Nacional;01 Andalucía;18 Granada;Estonia;Todas las edades;Total;1 de enero de 2014;16
Total Nacional;01 Andalucía;18 Granada;Finlandia;Todas las edades;Total;1 de enero de 2014;71
Total Nacional;01 Andalucía;18 Granada;Francia;Todas las edades;Total;1 de enero de 2014;1.435
Total Nacional;01 Andalucía;18 Granada;Grecia;Todas las edades;Total;1 de enero de 2014;42
Total Nacional;01 Andalucía;18 Granada;Hungría;Todas las edades;Total;1 de enero de 2014;90
Total Nacional;01 Andalucía;18 Granada;Irlanda;Todas las edades;Total;1 de enero de 2014;186
Total Nacional;01 Andalucía;18 Granada;Italia;Todas las edades;Total;1 de enero de 2014;2.018
Total Nacional;01 Andalucía;18 Granada;Letonia;Todas las edades;Total;1 de enero de 2014;39
Total Nacional;01 Andalucía;18 Granada;Lituania;Todas las edades;Total;1 de enero de 2014;479
Total Nacional;01 Andalucía;18 Granada;Luxemburgo;Todas las edades;Total;1 de enero de 2014;8
Total Nacional;01 Andalucía;18 Granada;Malta;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;01 Andalucía;18 Granada;Países Bajos;Todas las edades;Total;1 de enero de 2014;738
Total Nacional;01 Andalucía;18 Granada;Polonia;Todas las edades;Total;1 de enero de 2014;312
Total Nacional;01 Andalucía;18 Granada;Portugal;Todas las edades;Total;1 de enero de 2014;503
Total Nacional;01 Andalucía;18 Granada;República Checa;Todas las edades;Total;1 de enero de 2014;122
Total Nacional;01 Andalucía;18 Granada;República Eslovaca;Todas las edades;Total;1 de enero de 2014;55
Total Nacional;01 Andalucía;18 Granada;Rumanía;Todas las edades;Total;1 de enero de 2014;11.116
Total Nacional;01 Andalucía;18 Granada;Suecia;Todas las edades;Total;1 de enero de 2014;307
Total Nacional;01 Andalucía;18 Granada;Albania;Todas las edades;Total;1 de enero de 2014;17
Total Nacional;01 Andalucía;18 Granada;Andorra;Todas las edades;Total;1 de enero de 2014;10
Total Nacional;01 Andalucía;18 Granada;Armenia;Todas las edades;Total;1 de enero de 2014;49
Total Nacional;01 Andalucía;18 Granada;Belarús;Todas las edades;Total;1 de enero de 2014;45
Total Nacional;01 Andalucía;18 Granada;Bosnia y Herzegovina;Todas las edades;Total;1 de enero de 2014;6
Total Nacional;01 Andalucía;18 Granada;Georgia;Todas las edades;Total;1 de enero de 2014;14
Total Nacional;01 Andalucía;18 Granada;Islandia;Todas las edades;Total;1 de enero de 2014;6
Total Nacional;01 Andalucía;18 Granada;Liechtenstein;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;01 Andalucía;18 Granada;Macedonia del Norte;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;01 Andalucía;18 Granada;Moldavia;Todas las edades;Total;1 de enero de 2014;34
Total Nacional;01 Andalucía;18 Granada;Noruega;Todas las edades;Total;1 de enero de 2014;98
Total Nacional;01 Andalucía;18 Granada;Reino Unido;Todas las edades;Total;1 de enero de 2014;6.203
Total Nacional;01 Andalucía;18 Granada;Rusia;Todas las edades;Total;1 de enero de 2014;1.259
Total Nacional;01 Andalucía;18 Granada;Serbia;Todas las edades;Total;1 de enero de 2014;43
Total Nacional;01 Andalucía;18 Granada;Serbia y Montenegro;Todas las edades;Total;1 de enero de 2014;""
Total Nacional;01 Andalucía;18 Granada;Suiza;Todas las edades;Total;1 de enero de 2014;180
Total Nacional;01 Andalucía;18 Granada;Turquía;Todas las edades;Total;1 de enero de 2014;41
Total Nacional;01 Andalucía;18 Granada;Ucrania;Todas las edades;Total;1 de enero de 2014;484
Total Nacional;01 Andalucía;18 Granada;Resto de Nacionalidades Europeas;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;01 Andalucía;18 Granada;De Africa;Todas las edades;Total;1 de enero de 2014;16.385
Total Nacional;01 Andalucía;18 Granada;Angola;Todas las edades;Total;1 de enero de 2014;9
Total Nacional;01 Andalucía;18 Granada;Argelia;Todas las edades;Total;1 de enero de 2014;505
Total Nacional;01 Andalucía;18 Granada;Benin;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;01 Andalucía;18 Granada;Burkina Faso;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;01 Andalucía;18 Granada;Cabo Verde;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;01 Andalucía;18 Granada;Camerún;Todas las edades;Total;1 de enero de 2014;23
Total Nacional;01 Andalucía;18 Granada;Congo;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;01 Andalucía;18 Granada;Costa de Marfil;Todas las edades;Total;1 de enero de 2014;17
Total Nacional;01 Andalucía;18 Granada;Egipto;Todas las edades;Total;1 de enero de 2014;69
Total Nacional;01 Andalucía;18 Granada;Etiopía;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;01 Andalucía;18 Granada;Gambia;Todas las edades;Total;1 de enero de 2014;115
Total Nacional;01 Andalucía;18 Granada;Ghana;Todas las edades;Total;1 de enero de 2014;88
Total Nacional;01 Andalucía;18 Granada;Guinea;Todas las edades;Total;1 de enero de 2014;48
Total Nacional;01 Andalucía;18 Granada;Guinea Ecuatorial;Todas las edades;Total;1 de enero de 2014;60
Total Nacional;01 Andalucía;18 Granada;Guinea-Bissau;Todas las edades;Total;1 de enero de 2014;21
Total Nacional;01 Andalucía;18 Granada;Kenia;Todas las edades;Total;1 de enero de 2014;20
Total Nacional;01 Andalucía;18 Granada;Liberia;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;01 Andalucía;18 Granada;Mali;Todas las edades;Total;1 de enero de 2014;278
Total Nacional;01 Andalucía;18 Granada;Marruecos;Todas las edades;Total;1 de enero de 2014;12.602
Total Nacional;01 Andalucía;18 Granada;Mauritania;Todas las edades;Total;1 de enero de 2014;92
Total Nacional;01 Andalucía;18 Granada;Nigeria;Todas las edades;Total;1 de enero de 2014;265
Total Nacional;01 Andalucía;18 Granada;República Democrática del Congo;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;01 Andalucía;18 Granada;Senegal;Todas las edades;Total;1 de enero de 2014;2.064
Total Nacional;01 Andalucía;18 Granada;Sierra Leona;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;01 Andalucía;18 Granada;Sudáfrica;Todas las edades;Total;1 de enero de 2014;16
Total Nacional;01 Andalucía;18 Granada;Togo;Todas las edades;Total;1 de enero de 2014;6
Total Nacional;01 Andalucía;18 Granada;Túnez;Todas las edades;Total;1 de enero de 2014;30
Total Nacional;01 Andalucía;18 Granada;Resto de Nacionalidades Africanas;Todas las edades;Total;1 de enero de 2014;37
Total Nacional;01 Andalucía;18 Granada;De América;Todas las edades;Total;1 de enero de 2014;12.606
Total Nacional;01 Andalucía;18 Granada;De Centro América y Caribe;Todas las edades;Total;1 de enero de 2014;1.367
Total Nacional;01 Andalucía;18 Granada;Costa Rica;Todas las edades;Total;1 de enero de 2014;21
Total Nacional;01 Andalucía;18 Granada;Cuba;Todas las edades;Total;1 de enero de 2014;465
Total Nacional;01 Andalucía;18 Granada;Dominica;Todas las edades;Total;1 de enero de 2014;14
Total Nacional;01 Andalucía;18 Granada;El Salvador;Todas las edades;Total;1 de enero de 2014;31
Total Nacional;01 Andalucía;18 Granada;Guatemala;Todas las edades;Total;1 de enero de 2014;27
Total Nacional;01 Andalucía;18 Granada;Honduras;Todas las edades;Total;1 de enero de 2014;172
Total Nacional;01 Andalucía;18 Granada;Nicaragua;Todas las edades;Total;1 de enero de 2014;90
Total Nacional;01 Andalucía;18 Granada;Panamá;Todas las edades;Total;1 de enero de 2014;14
Total Nacional;01 Andalucía;18 Granada;República Dominicana;Todas las edades;Total;1 de enero de 2014;519
Total Nacional;01 Andalucía;18 Granada;Resto de Nacionalidades de América Central y Caribe;Todas las edades;Total;1 de enero de 2014;14
Total Nacional;01 Andalucía;18 Granada;De América del Norte;Todas las edades;Total;1 de enero de 2014;855
Total Nacional;01 Andalucía;18 Granada;Canadá;Todas las edades;Total;1 de enero de 2014;70
Total Nacional;01 Andalucía;18 Granada;Estados Unidos de América;Todas las edades;Total;1 de enero de 2014;493
Total Nacional;01 Andalucía;18 Granada;México;Todas las edades;Total;1 de enero de 2014;292
Total Nacional;01 Andalucía;18 Granada;De Sudamérica;Todas las edades;Total;1 de enero de 2014;10.384
Total Nacional;01 Andalucía;18 Granada;Argentina;Todas las edades;Total;1 de enero de 2014;1.956
Total Nacional;01 Andalucía;18 Granada;Bolivia;Todas las edades;Total;1 de enero de 2014;3.016
Total Nacional;01 Andalucía;18 Granada;Brasil;Todas las edades;Total;1 de enero de 2014;778
Total Nacional;01 Andalucía;18 Granada;Chile;Todas las edades;Total;1 de enero de 2014;295
Total Nacional;01 Andalucía;18 Granada;Colombia;Todas las edades;Total;1 de enero de 2014;1.689
Total Nacional;01 Andalucía;18 Granada;Ecuador;Todas las edades;Total;1 de enero de 2014;1.545
Total Nacional;01 Andalucía;18 Granada;Paraguay;Todas las edades;Total;1 de enero de 2014;198
Total Nacional;01 Andalucía;18 Granada;Perú;Todas las edades;Total;1 de enero de 2014;317
Total Nacional;01 Andalucía;18 Granada;Uruguay;Todas las edades;Total;1 de enero de 2014;142
Total Nacional;01 Andalucía;18 Granada;Venezuela;Todas las edades;Total;1 de enero de 2014;447
Total Nacional;01 Andalucía;18 Granada;Resto de Nacionalidades de América del Sur;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;01 Andalucía;18 Granada;De Asia;Todas las edades;Total;1 de enero de 2014;3.146
Total Nacional;01 Andalucía;18 Granada;Arabia Saudí;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;01 Andalucía;18 Granada;Bangladesh;Todas las edades;Total;1 de enero de 2014;57
Total Nacional;01 Andalucía;18 Granada;China;Todas las edades;Total;1 de enero de 2014;1.916
Total Nacional;01 Andalucía;18 Granada;Corea;Todas las edades;Total;1 de enero de 2014;30
Total Nacional;01 Andalucía;18 Granada;Filipinas;Todas las edades;Total;1 de enero de 2014;53
Total Nacional;01 Andalucía;18 Granada;India;Todas las edades;Total;1 de enero de 2014;136
Total Nacional;01 Andalucía;18 Granada;Indonesia;Todas las edades;Total;1 de enero de 2014;10
Total Nacional;01 Andalucía;18 Granada;Irán;Todas las edades;Total;1 de enero de 2014;18
Total Nacional;01 Andalucía;18 Granada;Iraq;Todas las edades;Total;1 de enero de 2014;59
Total Nacional;01 Andalucía;18 Granada;Israel;Todas las edades;Total;1 de enero de 2014;24
Total Nacional;01 Andalucía;18 Granada;Japón;Todas las edades;Total;1 de enero de 2014;146
Total Nacional;01 Andalucía;18 Granada;Jordania;Todas las edades;Total;1 de enero de 2014;51
Total Nacional;01 Andalucía;18 Granada;Kazajstán;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;01 Andalucía;18 Granada;Líbano;Todas las edades;Total;1 de enero de 2014;21
Total Nacional;01 Andalucía;18 Granada;Nepal;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;01 Andalucía;18 Granada;Pakistán;Todas las edades;Total;1 de enero de 2014;332
Total Nacional;01 Andalucía;18 Granada;Siria;Todas las edades;Total;1 de enero de 2014;197
Total Nacional;01 Andalucía;18 Granada;Tailandia;Todas las edades;Total;1 de enero de 2014;13
Total Nacional;01 Andalucía;18 Granada;Vietnam;Todas las edades;Total;1 de enero de 2014;15
Total Nacional;01 Andalucía;18 Granada;Resto de Nacionalidades Asiáticas;Todas las edades;Total;1 de enero de 2014;62
Total Nacional;01 Andalucía;18 Granada;De Oceanía;Todas las edades;Total;1 de enero de 2014;40
Total Nacional;01 Andalucía;18 Granada;Australia;Todas las edades;Total;1 de enero de 2014;30
Total Nacional;01 Andalucía;18 Granada;Nueva Zelanda;Todas las edades;Total;1 de enero de 2014;10
Total Nacional;01 Andalucía;18 Granada;Resto de Nacionalidades de Oceanía;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;01 Andalucía;18 Granada;Apátridas;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;01 Andalucía;21 Huelva;Extranjera;Todas las edades;Total;1 de enero de 2014;43.190
Total Nacional;01 Andalucía;21 Huelva;Europa (sin España);Todas las edades;Total;1 de enero de 2014;26.035
Total Nacional;01 Andalucía;21 Huelva;Alemania;Todas las edades;Total;1 de enero de 2014;465
Total Nacional;01 Andalucía;21 Huelva;Austria;Todas las edades;Total;1 de enero de 2014;22
Total Nacional;01 Andalucía;21 Huelva;Bélgica;Todas las edades;Total;1 de enero de 2014;56
Total Nacional;01 Andalucía;21 Huelva;Bulgaria;Todas las edades;Total;1 de enero de 2014;1.529
Total Nacional;01 Andalucía;21 Huelva;Chipre;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;01 Andalucía;21 Huelva;Croacia;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;01 Andalucía;21 Huelva;Dinamarca;Todas las edades;Total;1 de enero de 2014;20
Total Nacional;01 Andalucía;21 Huelva;Eslovenia;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;01 Andalucía;21 Huelva;Estonia;Todas las edades;Total;1 de enero de 2014;14
Total Nacional;01 Andalucía;21 Huelva;Finlandia;Todas las edades;Total;1 de enero de 2014;8
Total Nacional;01 Andalucía;21 Huelva;Francia;Todas las edades;Total;1 de enero de 2014;207
Total Nacional;01 Andalucía;21 Huelva;Grecia;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;01 Andalucía;21 Huelva;Hungría;Todas las edades;Total;1 de enero de 2014;16
Total Nacional;01 Andalucía;21 Huelva;Irlanda;Todas las edades;Total;1 de enero de 2014;52
Total Nacional;01 Andalucía;21 Huelva;Italia;Todas las edades;Total;1 de enero de 2014;262
Total Nacional;01 Andalucía;21 Huelva;Letonia;Todas las edades;Total;1 de enero de 2014;18
Total Nacional;01 Andalucía;21 Huelva;Lituania;Todas las edades;Total;1 de enero de 2014;314
Total Nacional;01 Andalucía;21 Huelva;Luxemburgo;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;01 Andalucía;21 Huelva;Malta;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;01 Andalucía;21 Huelva;Países Bajos;Todas las edades;Total;1 de enero de 2014;254
Total Nacional;01 Andalucía;21 Huelva;Polonia;Todas las edades;Total;1 de enero de 2014;2.969
Total Nacional;01 Andalucía;21 Huelva;Portugal;Todas las edades;Total;1 de enero de 2014;2.582
Total Nacional;01 Andalucía;21 Huelva;República Checa;Todas las edades;Total;1 de enero de 2014;56
Total Nacional;01 Andalucía;21 Huelva;República Eslovaca;Todas las edades;Total;1 de enero de 2014;52
Total Nacional;01 Andalucía;21 Huelva;Rumanía;Todas las edades;Total;1 de enero de 2014;14.814
Total Nacional;01 Andalucía;21 Huelva;Suecia;Todas las edades;Total;1 de enero de 2014;29
Total Nacional;01 Andalucía;21 Huelva;Albania;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;01 Andalucía;21 Huelva;Andorra;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;01 Andalucía;21 Huelva;Armenia;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;01 Andalucía;21 Huelva;Belarús;Todas las edades;Total;1 de enero de 2014;52
Total Nacional;01 Andalucía;21 Huelva;Bosnia y Herzegovina;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;01 Andalucía;21 Huelva;Georgia;Todas las edades;Total;1 de enero de 2014;24
Total Nacional;01 Andalucía;21 Huelva;Islandia;Todas las edades;Total;1 de enero de 2014;14
Total Nacional;01 Andalucía;21 Huelva;Liechtenstein;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;01 Andalucía;21 Huelva;Macedonia del Norte;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;01 Andalucía;21 Huelva;Moldavia;Todas las edades;Total;1 de enero de 2014;129
Total Nacional;01 Andalucía;21 Huelva;Noruega;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;01 Andalucía;21 Huelva;Reino Unido;Todas las edades;Total;1 de enero de 2014;934
Total Nacional;01 Andalucía;21 Huelva;Rusia;Todas las edades;Total;1 de enero de 2014;116
Total Nacional;01 Andalucía;21 Huelva;Serbia;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;01 Andalucía;21 Huelva;Serbia y Montenegro;Todas las edades;Total;1 de enero de 2014;""
Total Nacional;01 Andalucía;21 Huelva;Suiza;Todas las edades;Total;1 de enero de 2014;37
Total Nacional;01 Andalucía;21 Huelva;Turquía;Todas las edades;Total;1 de enero de 2014;6
Total Nacional;01 Andalucía;21 Huelva;Ucrania;Todas las edades;Total;1 de enero de 2014;949
Total Nacional;01 Andalucía;21 Huelva;Resto de Nacionalidades Europeas;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;01 Andalucía;21 Huelva;De Africa;Todas las edades;Total;1 de enero de 2014;12.097
Total Nacional;01 Andalucía;21 Huelva;Angola;Todas las edades;Total;1 de enero de 2014;17
Total Nacional;01 Andalucía;21 Huelva;Argelia;Todas las edades;Total;1 de enero de 2014;591
Total Nacional;01 Andalucía;21 Huelva;Benin;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;01 Andalucía;21 Huelva;Burkina Faso;Todas las edades;Total;1 de enero de 2014;12
Total Nacional;01 Andalucía;21 Huelva;Cabo Verde;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;01 Andalucía;21 Huelva;Camerún;Todas las edades;Total;1 de enero de 2014;34
Total Nacional;01 Andalucía;21 Huelva;Congo;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;01 Andalucía;21 Huelva;Costa de Marfil;Todas las edades;Total;1 de enero de 2014;34
Total Nacional;01 Andalucía;21 Huelva;Egipto;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;01 Andalucía;21 Huelva;Etiopía;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;01 Andalucía;21 Huelva;Gambia;Todas las edades;Total;1 de enero de 2014;30
Total Nacional;01 Andalucía;21 Huelva;Ghana;Todas las edades;Total;1 de enero de 2014;130
Total Nacional;01 Andalucía;21 Huelva;Guinea;Todas las edades;Total;1 de enero de 2014;130
Total Nacional;01 Andalucía;21 Huelva;Guinea Ecuatorial;Todas las edades;Total;1 de enero de 2014;31
Total Nacional;01 Andalucía;21 Huelva;Guinea-Bissau;Todas las edades;Total;1 de enero de 2014;11
Total Nacional;01 Andalucía;21 Huelva;Kenia;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;01 Andalucía;21 Huelva;Liberia;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;01 Andalucía;21 Huelva;Mali;Todas las edades;Total;1 de enero de 2014;1.275
Total Nacional;01 Andalucía;21 Huelva;Marruecos;Todas las edades;Total;1 de enero de 2014;8.895
Total Nacional;01 Andalucía;21 Huelva;Mauritania;Todas las edades;Total;1 de enero de 2014;71
Total Nacional;01 Andalucía;21 Huelva;Nigeria;Todas las edades;Total;1 de enero de 2014;170
Total Nacional;01 Andalucía;21 Huelva;República Democrática del Congo;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;01 Andalucía;21 Huelva;Senegal;Todas las edades;Total;1 de enero de 2014;620
Total Nacional;01 Andalucía;21 Huelva;Sierra Leona;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;01 Andalucía;21 Huelva;Sudáfrica;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;01 Andalucía;21 Huelva;Togo;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;01 Andalucía;21 Huelva;Túnez;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;01 Andalucía;21 Huelva;Resto de Nacionalidades Africanas;Todas las edades;Total;1 de enero de 2014;23
Total Nacional;01 Andalucía;21 Huelva;De América;Todas las edades;Total;1 de enero de 2014;3.972
Total Nacional;01 Andalucía;21 Huelva;De Centro América y Caribe;Todas las edades;Total;1 de enero de 2014;525
Total Nacional;01 Andalucía;21 Huelva;Costa Rica;Todas las edades;Total;1 de enero de 2014;11
Total Nacional;01 Andalucía;21 Huelva;Cuba;Todas las edades;Total;1 de enero de 2014;188
Total Nacional;01 Andalucía;21 Huelva;Dominica;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;01 Andalucía;21 Huelva;El Salvador;Todas las edades;Total;1 de enero de 2014;23
Total Nacional;01 Andalucía;21 Huelva;Guatemala;Todas las edades;Total;1 de enero de 2014;16
Total Nacional;01 Andalucía;21 Huelva;Honduras;Todas las edades;Total;1 de enero de 2014;24
Total Nacional;01 Andalucía;21 Huelva;Nicaragua;Todas las edades;Total;1 de enero de 2014;103
Total Nacional;01 Andalucía;21 Huelva;Panamá;Todas las edades;Total;1 de enero de 2014;15
Total Nacional;01 Andalucía;21 Huelva;República Dominicana;Todas las edades;Total;1 de enero de 2014;144
Total Nacional;01 Andalucía;21 Huelva;Resto de Nacionalidades de América Central y Caribe;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;01 Andalucía;21 Huelva;De América del Norte;Todas las edades;Total;1 de enero de 2014;173
Total Nacional;01 Andalucía;21 Huelva;Canadá;Todas las edades;Total;1 de enero de 2014;9
Total Nacional;01 Andalucía;21 Huelva;Estados Unidos de América;Todas las edades;Total;1 de enero de 2014;68
Total Nacional;01 Andalucía;21 Huelva;México;Todas las edades;Total;1 de enero de 2014;96
Total Nacional;01 Andalucía;21 Huelva;De Sudamérica;Todas las edades;Total;1 de enero de 2014;3.274
Total Nacional;01 Andalucía;21 Huelva;Argentina;Todas las edades;Total;1 de enero de 2014;199
Total Nacional;01 Andalucía;21 Huelva;Bolivia;Todas las edades;Total;1 de enero de 2014;437
Total Nacional;01 Andalucía;21 Huelva;Brasil;Todas las edades;Total;1 de enero de 2014;511
Total Nacional;01 Andalucía;21 Huelva;Chile;Todas las edades;Total;1 de enero de 2014;51
