Total Nacional;Comunidades y Ciudades Autónomas;Provincias;País de nacionalidad;Edad (hasta 100 y más);Sexo;Periodo;Total
Total Nacional;07 Castilla y León;42 Soria;Iraq;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;42 Soria;Israel;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;42 Soria;Japón;Todas las edades;Total;1 de enero de 2014;9
Total Nacional;07 Castilla y León;42 Soria;Jordania;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;42 Soria;Kazajstán;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;42 Soria;Líbano;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;42 Soria;Nepal;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;42 Soria;Pakistán;Todas las edades;Total;1 de enero de 2014;40
Total Nacional;07 Castilla y León;42 Soria;Siria;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;07 Castilla y León;42 Soria;Tailandia;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;42 Soria;Vietnam;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;42 Soria;Resto de Nacionalidades Asiáticas;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;42 Soria;De Oceanía;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;07 Castilla y León;42 Soria;Australia;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;07 Castilla y León;42 Soria;Nueva Zelanda;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;42 Soria;Resto de Nacionalidades de Oceanía;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;42 Soria;Apátridas;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;47 Valladolid;Extranjera;Todas las edades;Total;1 de enero de 2014;27.860
Total Nacional;07 Castilla y León;47 Valladolid;Europa (sin España);Todas las edades;Total;1 de enero de 2014;16.843
Total Nacional;07 Castilla y León;47 Valladolid;Alemania;Todas las edades;Total;1 de enero de 2014;180
Total Nacional;07 Castilla y León;47 Valladolid;Austria;Todas las edades;Total;1 de enero de 2014;13
Total Nacional;07 Castilla y León;47 Valladolid;Bélgica;Todas las edades;Total;1 de enero de 2014;28
Total Nacional;07 Castilla y León;47 Valladolid;Bulgaria;Todas las edades;Total;1 de enero de 2014;7.358
Total Nacional;07 Castilla y León;47 Valladolid;Chipre;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;47 Valladolid;Croacia;Todas las edades;Total;1 de enero de 2014;15
Total Nacional;07 Castilla y León;47 Valladolid;Dinamarca;Todas las edades;Total;1 de enero de 2014;8
Total Nacional;07 Castilla y León;47 Valladolid;Eslovenia;Todas las edades;Total;1 de enero de 2014;10
Total Nacional;07 Castilla y León;47 Valladolid;Estonia;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;47 Valladolid;Finlandia;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;07 Castilla y León;47 Valladolid;Francia;Todas las edades;Total;1 de enero de 2014;451
Total Nacional;07 Castilla y León;47 Valladolid;Grecia;Todas las edades;Total;1 de enero de 2014;33
Total Nacional;07 Castilla y León;47 Valladolid;Hungría;Todas las edades;Total;1 de enero de 2014;15
Total Nacional;07 Castilla y León;47 Valladolid;Irlanda;Todas las edades;Total;1 de enero de 2014;21
Total Nacional;07 Castilla y León;47 Valladolid;Italia;Todas las edades;Total;1 de enero de 2014;430
Total Nacional;07 Castilla y León;47 Valladolid;Letonia;Todas las edades;Total;1 de enero de 2014;12
Total Nacional;07 Castilla y León;47 Valladolid;Lituania;Todas las edades;Total;1 de enero de 2014;45
Total Nacional;07 Castilla y León;47 Valladolid;Luxemburgo;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;47 Valladolid;Malta;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;47 Valladolid;Países Bajos;Todas las edades;Total;1 de enero de 2014;68
Total Nacional;07 Castilla y León;47 Valladolid;Polonia;Todas las edades;Total;1 de enero de 2014;167
Total Nacional;07 Castilla y León;47 Valladolid;Portugal;Todas las edades;Total;1 de enero de 2014;1.051
Total Nacional;07 Castilla y León;47 Valladolid;República Checa;Todas las edades;Total;1 de enero de 2014;25
Total Nacional;07 Castilla y León;47 Valladolid;República Eslovaca;Todas las edades;Total;1 de enero de 2014;20
Total Nacional;07 Castilla y León;47 Valladolid;Rumanía;Todas las edades;Total;1 de enero de 2014;6.180
Total Nacional;07 Castilla y León;47 Valladolid;Suecia;Todas las edades;Total;1 de enero de 2014;23
Total Nacional;07 Castilla y León;47 Valladolid;Albania;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;07 Castilla y León;47 Valladolid;Andorra;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;07 Castilla y León;47 Valladolid;Armenia;Todas las edades;Total;1 de enero de 2014;13
Total Nacional;07 Castilla y León;47 Valladolid;Belarús;Todas las edades;Total;1 de enero de 2014;6
Total Nacional;07 Castilla y León;47 Valladolid;Bosnia y Herzegovina;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;07 Castilla y León;47 Valladolid;Georgia;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;07 Castilla y León;47 Valladolid;Islandia;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;47 Valladolid;Liechtenstein;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;47 Valladolid;Macedonia del Norte;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;07 Castilla y León;47 Valladolid;Moldavia;Todas las edades;Total;1 de enero de 2014;117
Total Nacional;07 Castilla y León;47 Valladolid;Noruega;Todas las edades;Total;1 de enero de 2014;8
Total Nacional;07 Castilla y León;47 Valladolid;Reino Unido;Todas las edades;Total;1 de enero de 2014;152
Total Nacional;07 Castilla y León;47 Valladolid;Rusia;Todas las edades;Total;1 de enero de 2014;93
Total Nacional;07 Castilla y León;47 Valladolid;Serbia;Todas las edades;Total;1 de enero de 2014;17
Total Nacional;07 Castilla y León;47 Valladolid;Serbia y Montenegro;Todas las edades;Total;1 de enero de 2014;""
Total Nacional;07 Castilla y León;47 Valladolid;Suiza;Todas las edades;Total;1 de enero de 2014;9
Total Nacional;07 Castilla y León;47 Valladolid;Turquía;Todas las edades;Total;1 de enero de 2014;18
Total Nacional;07 Castilla y León;47 Valladolid;Ucrania;Todas las edades;Total;1 de enero de 2014;230
Total Nacional;07 Castilla y León;47 Valladolid;Resto de Nacionalidades Europeas;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;47 Valladolid;De Africa;Todas las edades;Total;1 de enero de 2014;3.775
Total Nacional;07 Castilla y León;47 Valladolid;Angola;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;07 Castilla y León;47 Valladolid;Argelia;Todas las edades;Total;1 de enero de 2014;222
Total Nacional;07 Castilla y León;47 Valladolid;Benin;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;47 Valladolid;Burkina Faso;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;47 Valladolid;Cabo Verde;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;07 Castilla y León;47 Valladolid;Camerún;Todas las edades;Total;1 de enero de 2014;18
Total Nacional;07 Castilla y León;47 Valladolid;Congo;Todas las edades;Total;1 de enero de 2014;9
Total Nacional;07 Castilla y León;47 Valladolid;Costa de Marfil;Todas las edades;Total;1 de enero de 2014;11
Total Nacional;07 Castilla y León;47 Valladolid;Egipto;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;47 Valladolid;Etiopía;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;47 Valladolid;Gambia;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;07 Castilla y León;47 Valladolid;Ghana;Todas las edades;Total;1 de enero de 2014;9
Total Nacional;07 Castilla y León;47 Valladolid;Guinea;Todas las edades;Total;1 de enero de 2014;13
Total Nacional;07 Castilla y León;47 Valladolid;Guinea Ecuatorial;Todas las edades;Total;1 de enero de 2014;69
Total Nacional;07 Castilla y León;47 Valladolid;Guinea-Bissau;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;07 Castilla y León;47 Valladolid;Kenia;Todas las edades;Total;1 de enero de 2014;9
Total Nacional;07 Castilla y León;47 Valladolid;Liberia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;47 Valladolid;Mali;Todas las edades;Total;1 de enero de 2014;14
Total Nacional;07 Castilla y León;47 Valladolid;Marruecos;Todas las edades;Total;1 de enero de 2014;3.184
Total Nacional;07 Castilla y León;47 Valladolid;Mauritania;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;07 Castilla y León;47 Valladolid;Nigeria;Todas las edades;Total;1 de enero de 2014;46
Total Nacional;07 Castilla y León;47 Valladolid;República Democrática del Congo;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;47 Valladolid;Senegal;Todas las edades;Total;1 de enero de 2014;98
Total Nacional;07 Castilla y León;47 Valladolid;Sierra Leona;Todas las edades;Total;1 de enero de 2014;12
Total Nacional;07 Castilla y León;47 Valladolid;Sudáfrica;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;47 Valladolid;Togo;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;47 Valladolid;Túnez;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;07 Castilla y León;47 Valladolid;Resto de Nacionalidades Africanas;Todas las edades;Total;1 de enero de 2014;35
Total Nacional;07 Castilla y León;47 Valladolid;De América;Todas las edades;Total;1 de enero de 2014;6.038
Total Nacional;07 Castilla y León;47 Valladolid;De Centro América y Caribe;Todas las edades;Total;1 de enero de 2014;1.410
Total Nacional;07 Castilla y León;47 Valladolid;Costa Rica;Todas las edades;Total;1 de enero de 2014;13
Total Nacional;07 Castilla y León;47 Valladolid;Cuba;Todas las edades;Total;1 de enero de 2014;275
Total Nacional;07 Castilla y León;47 Valladolid;Dominica;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;07 Castilla y León;47 Valladolid;El Salvador;Todas las edades;Total;1 de enero de 2014;9
Total Nacional;07 Castilla y León;47 Valladolid;Guatemala;Todas las edades;Total;1 de enero de 2014;16
Total Nacional;07 Castilla y León;47 Valladolid;Honduras;Todas las edades;Total;1 de enero de 2014;36
Total Nacional;07 Castilla y León;47 Valladolid;Nicaragua;Todas las edades;Total;1 de enero de 2014;19
Total Nacional;07 Castilla y León;47 Valladolid;Panamá;Todas las edades;Total;1 de enero de 2014;10
Total Nacional;07 Castilla y León;47 Valladolid;República Dominicana;Todas las edades;Total;1 de enero de 2014;1.021
Total Nacional;07 Castilla y León;47 Valladolid;Resto de Nacionalidades de América Central y Caribe;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;07 Castilla y León;47 Valladolid;De América del Norte;Todas las edades;Total;1 de enero de 2014;290
Total Nacional;07 Castilla y León;47 Valladolid;Canadá;Todas las edades;Total;1 de enero de 2014;9
Total Nacional;07 Castilla y León;47 Valladolid;Estados Unidos de América;Todas las edades;Total;1 de enero de 2014;144
Total Nacional;07 Castilla y León;47 Valladolid;México;Todas las edades;Total;1 de enero de 2014;137
Total Nacional;07 Castilla y León;47 Valladolid;De Sudamérica;Todas las edades;Total;1 de enero de 2014;4.338
Total Nacional;07 Castilla y León;47 Valladolid;Argentina;Todas las edades;Total;1 de enero de 2014;238
Total Nacional;07 Castilla y León;47 Valladolid;Bolivia;Todas las edades;Total;1 de enero de 2014;415
Total Nacional;07 Castilla y León;47 Valladolid;Brasil;Todas las edades;Total;1 de enero de 2014;882
Total Nacional;07 Castilla y León;47 Valladolid;Chile;Todas las edades;Total;1 de enero de 2014;94
Total Nacional;07 Castilla y León;47 Valladolid;Colombia;Todas las edades;Total;1 de enero de 2014;1.091
Total Nacional;07 Castilla y León;47 Valladolid;Ecuador;Todas las edades;Total;1 de enero de 2014;644
Total Nacional;07 Castilla y León;47 Valladolid;Paraguay;Todas las edades;Total;1 de enero de 2014;282
Total Nacional;07 Castilla y León;47 Valladolid;Perú;Todas las edades;Total;1 de enero de 2014;413
Total Nacional;07 Castilla y León;47 Valladolid;Uruguay;Todas las edades;Total;1 de enero de 2014;35
Total Nacional;07 Castilla y León;47 Valladolid;Venezuela;Todas las edades;Total;1 de enero de 2014;244
Total Nacional;07 Castilla y León;47 Valladolid;Resto de Nacionalidades de América del Sur;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;47 Valladolid;De Asia;Todas las edades;Total;1 de enero de 2014;1.190
Total Nacional;07 Castilla y León;47 Valladolid;Arabia Saudí;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;47 Valladolid;Bangladesh;Todas las edades;Total;1 de enero de 2014;81
Total Nacional;07 Castilla y León;47 Valladolid;China;Todas las edades;Total;1 de enero de 2014;729
Total Nacional;07 Castilla y León;47 Valladolid;Corea;Todas las edades;Total;1 de enero de 2014;24
Total Nacional;07 Castilla y León;47 Valladolid;Filipinas;Todas las edades;Total;1 de enero de 2014;13
Total Nacional;07 Castilla y León;47 Valladolid;India;Todas las edades;Total;1 de enero de 2014;143
Total Nacional;07 Castilla y León;47 Valladolid;Indonesia;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;07 Castilla y León;47 Valladolid;Irán;Todas las edades;Total;1 de enero de 2014;11
Total Nacional;07 Castilla y León;47 Valladolid;Iraq;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;47 Valladolid;Israel;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;07 Castilla y León;47 Valladolid;Japón;Todas las edades;Total;1 de enero de 2014;30
Total Nacional;07 Castilla y León;47 Valladolid;Jordania;Todas las edades;Total;1 de enero de 2014;9
Total Nacional;07 Castilla y León;47 Valladolid;Kazajstán;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;07 Castilla y León;47 Valladolid;Líbano;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;07 Castilla y León;47 Valladolid;Nepal;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;47 Valladolid;Pakistán;Todas las edades;Total;1 de enero de 2014;112
Total Nacional;07 Castilla y León;47 Valladolid;Siria;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;07 Castilla y León;47 Valladolid;Tailandia;Todas las edades;Total;1 de enero de 2014;8
Total Nacional;07 Castilla y León;47 Valladolid;Vietnam;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;47 Valladolid;Resto de Nacionalidades Asiáticas;Todas las edades;Total;1 de enero de 2014;12
Total Nacional;07 Castilla y León;47 Valladolid;De Oceanía;Todas las edades;Total;1 de enero de 2014;11
Total Nacional;07 Castilla y León;47 Valladolid;Australia;Todas las edades;Total;1 de enero de 2014;10
Total Nacional;07 Castilla y León;47 Valladolid;Nueva Zelanda;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;47 Valladolid;Resto de Nacionalidades de Oceanía;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;47 Valladolid;Apátridas;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;07 Castilla y León;49 Zamora;Extranjera;Todas las edades;Total;1 de enero de 2014;7.163
Total Nacional;07 Castilla y León;49 Zamora;Europa (sin España);Todas las edades;Total;1 de enero de 2014;4.637
Total Nacional;07 Castilla y León;49 Zamora;Alemania;Todas las edades;Total;1 de enero de 2014;61
Total Nacional;07 Castilla y León;49 Zamora;Austria;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;49 Zamora;Bélgica;Todas las edades;Total;1 de enero de 2014;8
Total Nacional;07 Castilla y León;49 Zamora;Bulgaria;Todas las edades;Total;1 de enero de 2014;1.492
Total Nacional;07 Castilla y León;49 Zamora;Chipre;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Croacia;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;07 Castilla y León;49 Zamora;Dinamarca;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Eslovenia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Estonia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Finlandia;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;49 Zamora;Francia;Todas las edades;Total;1 de enero de 2014;65
Total Nacional;07 Castilla y León;49 Zamora;Grecia;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;07 Castilla y León;49 Zamora;Hungría;Todas las edades;Total;1 de enero de 2014;9
Total Nacional;07 Castilla y León;49 Zamora;Irlanda;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;07 Castilla y León;49 Zamora;Italia;Todas las edades;Total;1 de enero de 2014;54
Total Nacional;07 Castilla y León;49 Zamora;Letonia;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;07 Castilla y León;49 Zamora;Lituania;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;07 Castilla y León;49 Zamora;Luxemburgo;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Malta;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Países Bajos;Todas las edades;Total;1 de enero de 2014;16
Total Nacional;07 Castilla y León;49 Zamora;Polonia;Todas las edades;Total;1 de enero de 2014;49
Total Nacional;07 Castilla y León;49 Zamora;Portugal;Todas las edades;Total;1 de enero de 2014;1.436
Total Nacional;07 Castilla y León;49 Zamora;República Checa;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;07 Castilla y León;49 Zamora;República Eslovaca;Todas las edades;Total;1 de enero de 2014;9
Total Nacional;07 Castilla y León;49 Zamora;Rumanía;Todas las edades;Total;1 de enero de 2014;1.269
Total Nacional;07 Castilla y León;49 Zamora;Suecia;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;07 Castilla y León;49 Zamora;Albania;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;07 Castilla y León;49 Zamora;Andorra;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;07 Castilla y León;49 Zamora;Armenia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Belarús;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;49 Zamora;Bosnia y Herzegovina;Todas las edades;Total;1 de enero de 2014;8
Total Nacional;07 Castilla y León;49 Zamora;Georgia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Islandia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Liechtenstein;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Macedonia del Norte;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Moldavia;Todas las edades;Total;1 de enero de 2014;6
Total Nacional;07 Castilla y León;49 Zamora;Noruega;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Reino Unido;Todas las edades;Total;1 de enero de 2014;35
Total Nacional;07 Castilla y León;49 Zamora;Rusia;Todas las edades;Total;1 de enero de 2014;22
Total Nacional;07 Castilla y León;49 Zamora;Serbia;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;49 Zamora;Serbia y Montenegro;Todas las edades;Total;1 de enero de 2014;""
Total Nacional;07 Castilla y León;49 Zamora;Suiza;Todas las edades;Total;1 de enero de 2014;15
Total Nacional;07 Castilla y León;49 Zamora;Turquía;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;07 Castilla y León;49 Zamora;Ucrania;Todas las edades;Total;1 de enero de 2014;41
Total Nacional;07 Castilla y León;49 Zamora;Resto de Nacionalidades Europeas;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;De Africa;Todas las edades;Total;1 de enero de 2014;855
Total Nacional;07 Castilla y León;49 Zamora;Angola;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Argelia;Todas las edades;Total;1 de enero de 2014;34
Total Nacional;07 Castilla y León;49 Zamora;Benin;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Burkina Faso;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Cabo Verde;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;49 Zamora;Camerún;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Congo;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;49 Zamora;Costa de Marfil;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;49 Zamora;Egipto;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;07 Castilla y León;49 Zamora;Etiopía;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;49 Zamora;Gambia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Ghana;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;07 Castilla y León;49 Zamora;Guinea;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;07 Castilla y León;49 Zamora;Guinea Ecuatorial;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;07 Castilla y León;49 Zamora;Guinea-Bissau;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;07 Castilla y León;49 Zamora;Kenia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Liberia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Mali;Todas las edades;Total;1 de enero de 2014;12
Total Nacional;07 Castilla y León;49 Zamora;Marruecos;Todas las edades;Total;1 de enero de 2014;767
Total Nacional;07 Castilla y León;49 Zamora;Mauritania;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;07 Castilla y León;49 Zamora;Nigeria;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;07 Castilla y León;49 Zamora;República Democrática del Congo;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Senegal;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;07 Castilla y León;49 Zamora;Sierra Leona;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Sudáfrica;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;49 Zamora;Togo;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Túnez;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Resto de Nacionalidades Africanas;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;07 Castilla y León;49 Zamora;De América;Todas las edades;Total;1 de enero de 2014;1.455
Total Nacional;07 Castilla y León;49 Zamora;De Centro América y Caribe;Todas las edades;Total;1 de enero de 2014;447
Total Nacional;07 Castilla y León;49 Zamora;Costa Rica;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;07 Castilla y León;49 Zamora;Cuba;Todas las edades;Total;1 de enero de 2014;95
Total Nacional;07 Castilla y León;49 Zamora;Dominica;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;49 Zamora;El Salvador;Todas las edades;Total;1 de enero de 2014;30
Total Nacional;07 Castilla y León;49 Zamora;Guatemala;Todas las edades;Total;1 de enero de 2014;10
Total Nacional;07 Castilla y León;49 Zamora;Honduras;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;07 Castilla y León;49 Zamora;Nicaragua;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;07 Castilla y León;49 Zamora;Panamá;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;07 Castilla y León;49 Zamora;República Dominicana;Todas las edades;Total;1 de enero de 2014;290
Total Nacional;07 Castilla y León;49 Zamora;Resto de Nacionalidades de América Central y Caribe;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;De América del Norte;Todas las edades;Total;1 de enero de 2014;58
Total Nacional;07 Castilla y León;49 Zamora;Canadá;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;49 Zamora;Estados Unidos de América;Todas las edades;Total;1 de enero de 2014;32
Total Nacional;07 Castilla y León;49 Zamora;México;Todas las edades;Total;1 de enero de 2014;25
Total Nacional;07 Castilla y León;49 Zamora;De Sudamérica;Todas las edades;Total;1 de enero de 2014;950
Total Nacional;07 Castilla y León;49 Zamora;Argentina;Todas las edades;Total;1 de enero de 2014;100
Total Nacional;07 Castilla y León;49 Zamora;Bolivia;Todas las edades;Total;1 de enero de 2014;82
Total Nacional;07 Castilla y León;49 Zamora;Brasil;Todas las edades;Total;1 de enero de 2014;174
Total Nacional;07 Castilla y León;49 Zamora;Chile;Todas las edades;Total;1 de enero de 2014;27
Total Nacional;07 Castilla y León;49 Zamora;Colombia;Todas las edades;Total;1 de enero de 2014;238
Total Nacional;07 Castilla y León;49 Zamora;Ecuador;Todas las edades;Total;1 de enero de 2014;83
Total Nacional;07 Castilla y León;49 Zamora;Paraguay;Todas las edades;Total;1 de enero de 2014;70
Total Nacional;07 Castilla y León;49 Zamora;Perú;Todas las edades;Total;1 de enero de 2014;97
Total Nacional;07 Castilla y León;49 Zamora;Uruguay;Todas las edades;Total;1 de enero de 2014;15
Total Nacional;07 Castilla y León;49 Zamora;Venezuela;Todas las edades;Total;1 de enero de 2014;64
Total Nacional;07 Castilla y León;49 Zamora;Resto de Nacionalidades de América del Sur;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;De Asia;Todas las edades;Total;1 de enero de 2014;216
Total Nacional;07 Castilla y León;49 Zamora;Arabia Saudí;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Bangladesh;Todas las edades;Total;1 de enero de 2014;24
Total Nacional;07 Castilla y León;49 Zamora;China;Todas las edades;Total;1 de enero de 2014;177
Total Nacional;07 Castilla y León;49 Zamora;Corea;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Filipinas;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;07 Castilla y León;49 Zamora;India;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;07 Castilla y León;49 Zamora;Indonesia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Irán;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Iraq;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Israel;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Japón;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;07 Castilla y León;49 Zamora;Jordania;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Kazajstán;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Líbano;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Nepal;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;07 Castilla y León;49 Zamora;Pakistán;Todas las edades;Total;1 de enero de 2014;5
