Total Nacional;Comunidades y Ciudades Autónomas;Provincias;País de nacionalidad;Edad (hasta 100 y más);Sexo;Periodo;Total
Total Nacional;06 Cantabria;39 Cantabria;Bolivia;Todas las edades;Total;1 de enero de 2022;223
Total Nacional;06 Cantabria;39 Cantabria;Brasil;Todas las edades;Total;1 de enero de 2022;1.358
Total Nacional;06 Cantabria;39 Cantabria;Chile;Todas las edades;Total;1 de enero de 2022;242
Total Nacional;06 Cantabria;39 Cantabria;Colombia;Todas las edades;Total;1 de enero de 2022;3.951
Total Nacional;06 Cantabria;39 Cantabria;Ecuador;Todas las edades;Total;1 de enero de 2022;657
Total Nacional;06 Cantabria;39 Cantabria;Paraguay;Todas las edades;Total;1 de enero de 2022;924
Total Nacional;06 Cantabria;39 Cantabria;Perú;Todas las edades;Total;1 de enero de 2022;2.462
Total Nacional;06 Cantabria;39 Cantabria;Uruguay;Todas las edades;Total;1 de enero de 2022;100
Total Nacional;06 Cantabria;39 Cantabria;Venezuela;Todas las edades;Total;1 de enero de 2022;1.615
Total Nacional;06 Cantabria;39 Cantabria;Resto de Nacionalidades de América del Sur;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;06 Cantabria;39 Cantabria;De Asia;Todas las edades;Total;1 de enero de 2022;2.111
Total Nacional;06 Cantabria;39 Cantabria;Arabia Saudí;Todas las edades;Total;1 de enero de 2022;1
Total Nacional;06 Cantabria;39 Cantabria;Bangladesh;Todas las edades;Total;1 de enero de 2022;21
Total Nacional;06 Cantabria;39 Cantabria;China;Todas las edades;Total;1 de enero de 2022;1.107
Total Nacional;06 Cantabria;39 Cantabria;Corea;Todas las edades;Total;1 de enero de 2022;19
Total Nacional;06 Cantabria;39 Cantabria;Filipinas;Todas las edades;Total;1 de enero de 2022;111
Total Nacional;06 Cantabria;39 Cantabria;India;Todas las edades;Total;1 de enero de 2022;77
Total Nacional;06 Cantabria;39 Cantabria;Indonesia;Todas las edades;Total;1 de enero de 2022;21
Total Nacional;06 Cantabria;39 Cantabria;Irán;Todas las edades;Total;1 de enero de 2022;33
Total Nacional;06 Cantabria;39 Cantabria;Iraq;Todas las edades;Total;1 de enero de 2022;16
Total Nacional;06 Cantabria;39 Cantabria;Israel;Todas las edades;Total;1 de enero de 2022;4
Total Nacional;06 Cantabria;39 Cantabria;Japón;Todas las edades;Total;1 de enero de 2022;29
Total Nacional;06 Cantabria;39 Cantabria;Jordania;Todas las edades;Total;1 de enero de 2022;2
Total Nacional;06 Cantabria;39 Cantabria;Kazajstán;Todas las edades;Total;1 de enero de 2022;17
Total Nacional;06 Cantabria;39 Cantabria;Líbano;Todas las edades;Total;1 de enero de 2022;9
Total Nacional;06 Cantabria;39 Cantabria;Nepal;Todas las edades;Total;1 de enero de 2022;8
Total Nacional;06 Cantabria;39 Cantabria;Pakistán;Todas las edades;Total;1 de enero de 2022;295
Total Nacional;06 Cantabria;39 Cantabria;Siria;Todas las edades;Total;1 de enero de 2022;108
Total Nacional;06 Cantabria;39 Cantabria;Tailandia;Todas las edades;Total;1 de enero de 2022;10
Total Nacional;06 Cantabria;39 Cantabria;Vietnam;Todas las edades;Total;1 de enero de 2022;47
Total Nacional;06 Cantabria;39 Cantabria;Resto de Nacionalidades Asiáticas;Todas las edades;Total;1 de enero de 2022;176
Total Nacional;06 Cantabria;39 Cantabria;De Oceanía;Todas las edades;Total;1 de enero de 2022;32
Total Nacional;06 Cantabria;39 Cantabria;Australia;Todas las edades;Total;1 de enero de 2022;20
Total Nacional;06 Cantabria;39 Cantabria;Nueva Zelanda;Todas las edades;Total;1 de enero de 2022;4
Total Nacional;06 Cantabria;39 Cantabria;Resto de Nacionalidades de Oceanía;Todas las edades;Total;1 de enero de 2022;8
Total Nacional;06 Cantabria;39 Cantabria;Apátridas;Todas las edades;Total;1 de enero de 2022;104
Total Nacional;07 Castilla y León;;Extranjera;Todas las edades;Total;1 de enero de 2022;146.655
Total Nacional;07 Castilla y León;;Europa (sin España);Todas las edades;Total;1 de enero de 2022;62.095
Total Nacional;07 Castilla y León;;Alemania;Todas las edades;Total;1 de enero de 2022;749
Total Nacional;07 Castilla y León;;Austria;Todas las edades;Total;1 de enero de 2022;69
Total Nacional;07 Castilla y León;;Bélgica;Todas las edades;Total;1 de enero de 2022;172
Total Nacional;07 Castilla y León;;Bulgaria;Todas las edades;Total;1 de enero de 2022;19.312
Total Nacional;07 Castilla y León;;Chipre;Todas las edades;Total;1 de enero de 2022;11
Total Nacional;07 Castilla y León;;Croacia;Todas las edades;Total;1 de enero de 2022;72
Total Nacional;07 Castilla y León;;Dinamarca;Todas las edades;Total;1 de enero de 2022;42
Total Nacional;07 Castilla y León;;Eslovenia;Todas las edades;Total;1 de enero de 2022;25
Total Nacional;07 Castilla y León;;Estonia;Todas las edades;Total;1 de enero de 2022;20
Total Nacional;07 Castilla y León;;Finlandia;Todas las edades;Total;1 de enero de 2022;24
Total Nacional;07 Castilla y León;;Francia;Todas las edades;Total;1 de enero de 2022;1.466
Total Nacional;07 Castilla y León;;Grecia;Todas las edades;Total;1 de enero de 2022;85
Total Nacional;07 Castilla y León;;Hungría;Todas las edades;Total;1 de enero de 2022;120
Total Nacional;07 Castilla y León;;Irlanda;Todas las edades;Total;1 de enero de 2022;169
Total Nacional;07 Castilla y León;;Italia;Todas las edades;Total;1 de enero de 2022;2.558
Total Nacional;07 Castilla y León;;Letonia;Todas las edades;Total;1 de enero de 2022;44
Total Nacional;07 Castilla y León;;Lituania;Todas las edades;Total;1 de enero de 2022;124
Total Nacional;07 Castilla y León;;Luxemburgo;Todas las edades;Total;1 de enero de 2022;6
Total Nacional;07 Castilla y León;;Malta;Todas las edades;Total;1 de enero de 2022;12
Total Nacional;07 Castilla y León;;Países Bajos;Todas las edades;Total;1 de enero de 2022;375
Total Nacional;07 Castilla y León;;Polonia;Todas las edades;Total;1 de enero de 2022;1.471
Total Nacional;07 Castilla y León;;Portugal;Todas las edades;Total;1 de enero de 2022;7.846
Total Nacional;07 Castilla y León;;República Checa;Todas las edades;Total;1 de enero de 2022;74
Total Nacional;07 Castilla y León;;República Eslovaca;Todas las edades;Total;1 de enero de 2022;70
Total Nacional;07 Castilla y León;;Rumanía;Todas las edades;Total;1 de enero de 2022;22.405
Total Nacional;07 Castilla y León;;Suecia;Todas las edades;Total;1 de enero de 2022;60
Total Nacional;07 Castilla y León;;Albania;Todas las edades;Total;1 de enero de 2022;35
Total Nacional;07 Castilla y León;;Andorra;Todas las edades;Total;1 de enero de 2022;11
Total Nacional;07 Castilla y León;;Armenia;Todas las edades;Total;1 de enero de 2022;174
Total Nacional;07 Castilla y León;;Belarús;Todas las edades;Total;1 de enero de 2022;70
Total Nacional;07 Castilla y León;;Bosnia y Herzegovina;Todas las edades;Total;1 de enero de 2022;35
Total Nacional;07 Castilla y León;;Georgia;Todas las edades;Total;1 de enero de 2022;438
Total Nacional;07 Castilla y León;;Islandia;Todas las edades;Total;1 de enero de 2022;7
Total Nacional;07 Castilla y León;;Liechtenstein;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;;Macedonia del Norte;Todas las edades;Total;1 de enero de 2022;48
Total Nacional;07 Castilla y León;;Moldavia;Todas las edades;Total;1 de enero de 2022;450
Total Nacional;07 Castilla y León;;Noruega;Todas las edades;Total;1 de enero de 2022;23
Total Nacional;07 Castilla y León;;Reino Unido;Todas las edades;Total;1 de enero de 2022;1.033
Total Nacional;07 Castilla y León;;Rusia;Todas las edades;Total;1 de enero de 2022;726
Total Nacional;07 Castilla y León;;Serbia;Todas las edades;Total;1 de enero de 2022;56
Total Nacional;07 Castilla y León;;Serbia y Montenegro;Todas las edades;Total;1 de enero de 2022;
Total Nacional;07 Castilla y León;;Suiza;Todas las edades;Total;1 de enero de 2022;110
Total Nacional;07 Castilla y León;;Turquía;Todas las edades;Total;1 de enero de 2022;101
Total Nacional;07 Castilla y León;;Ucrania;Todas las edades;Total;1 de enero de 2022;1.390
Total Nacional;07 Castilla y León;;Resto de Nacionalidades Europeas;Todas las edades;Total;1 de enero de 2022;7
Total Nacional;07 Castilla y León;;De Africa;Todas las edades;Total;1 de enero de 2022;30.466
Total Nacional;07 Castilla y León;;Angola;Todas las edades;Total;1 de enero de 2022;65
Total Nacional;07 Castilla y León;;Argelia;Todas las edades;Total;1 de enero de 2022;1.360
Total Nacional;07 Castilla y León;;Benin;Todas las edades;Total;1 de enero de 2022;9
Total Nacional;07 Castilla y León;;Burkina Faso;Todas las edades;Total;1 de enero de 2022;38
Total Nacional;07 Castilla y León;;Cabo Verde;Todas las edades;Total;1 de enero de 2022;230
Total Nacional;07 Castilla y León;;Camerún;Todas las edades;Total;1 de enero de 2022;157
Total Nacional;07 Castilla y León;;Congo;Todas las edades;Total;1 de enero de 2022;52
Total Nacional;07 Castilla y León;;Costa de Marfil;Todas las edades;Total;1 de enero de 2022;143
Total Nacional;07 Castilla y León;;Egipto;Todas las edades;Total;1 de enero de 2022;68
Total Nacional;07 Castilla y León;;Etiopía;Todas las edades;Total;1 de enero de 2022;16
Total Nacional;07 Castilla y León;;Gambia;Todas las edades;Total;1 de enero de 2022;279
Total Nacional;07 Castilla y León;;Ghana;Todas las edades;Total;1 de enero de 2022;319
Total Nacional;07 Castilla y León;;Guinea;Todas las edades;Total;1 de enero de 2022;189
Total Nacional;07 Castilla y León;;Guinea Ecuatorial;Todas las edades;Total;1 de enero de 2022;265
Total Nacional;07 Castilla y León;;Guinea-Bissau;Todas las edades;Total;1 de enero de 2022;22
Total Nacional;07 Castilla y León;;Kenia;Todas las edades;Total;1 de enero de 2022;85
Total Nacional;07 Castilla y León;;Liberia;Todas las edades;Total;1 de enero de 2022;6
Total Nacional;07 Castilla y León;;Mali;Todas las edades;Total;1 de enero de 2022;837
Total Nacional;07 Castilla y León;;Marruecos;Todas las edades;Total;1 de enero de 2022;24.184
Total Nacional;07 Castilla y León;;Mauritania;Todas las edades;Total;1 de enero de 2022;107
Total Nacional;07 Castilla y León;;Nigeria;Todas las edades;Total;1 de enero de 2022;318
Total Nacional;07 Castilla y León;;República Democrática del Congo;Todas las edades;Total;1 de enero de 2022;29
Total Nacional;07 Castilla y León;;Senegal;Todas las edades;Total;1 de enero de 2022;1.283
Total Nacional;07 Castilla y León;;Sierra Leona;Todas las edades;Total;1 de enero de 2022;26
Total Nacional;07 Castilla y León;;Sudáfrica;Todas las edades;Total;1 de enero de 2022;28
Total Nacional;07 Castilla y León;;Togo;Todas las edades;Total;1 de enero de 2022;25
Total Nacional;07 Castilla y León;;Túnez;Todas las edades;Total;1 de enero de 2022;47
Total Nacional;07 Castilla y León;;Resto de Nacionalidades Africanas;Todas las edades;Total;1 de enero de 2022;279
Total Nacional;07 Castilla y León;;De América;Todas las edades;Total;1 de enero de 2022;46.551
Total Nacional;07 Castilla y León;;De Centro América y Caribe;Todas las edades;Total;1 de enero de 2022;11.672
Total Nacional;07 Castilla y León;;Costa Rica;Todas las edades;Total;1 de enero de 2022;108
Total Nacional;07 Castilla y León;;Cuba;Todas las edades;Total;1 de enero de 2022;1.709
Total Nacional;07 Castilla y León;;Dominica;Todas las edades;Total;1 de enero de 2022;30
Total Nacional;07 Castilla y León;;El Salvador;Todas las edades;Total;1 de enero de 2022;816
Total Nacional;07 Castilla y León;;Guatemala;Todas las edades;Total;1 de enero de 2022;266
Total Nacional;07 Castilla y León;;Honduras;Todas las edades;Total;1 de enero de 2022;3.968
Total Nacional;07 Castilla y León;;Nicaragua;Todas las edades;Total;1 de enero de 2022;598
Total Nacional;07 Castilla y León;;Panamá;Todas las edades;Total;1 de enero de 2022;92
Total Nacional;07 Castilla y León;;República Dominicana;Todas las edades;Total;1 de enero de 2022;3.993
Total Nacional;07 Castilla y León;;Resto de Nacionalidades de América Central y Caribe;Todas las edades;Total;1 de enero de 2022;92
Total Nacional;07 Castilla y León;;De América del Norte;Todas las edades;Total;1 de enero de 2022;1.808
Total Nacional;07 Castilla y León;;Canadá;Todas las edades;Total;1 de enero de 2022;69
Total Nacional;07 Castilla y León;;Estados Unidos de América;Todas las edades;Total;1 de enero de 2022;826
Total Nacional;07 Castilla y León;;México;Todas las edades;Total;1 de enero de 2022;913
Total Nacional;07 Castilla y León;;De Sudamérica;Todas las edades;Total;1 de enero de 2022;33.071
Total Nacional;07 Castilla y León;;Argentina;Todas las edades;Total;1 de enero de 2022;1.587
Total Nacional;07 Castilla y León;;Bolivia;Todas las edades;Total;1 de enero de 2022;1.236
Total Nacional;07 Castilla y León;;Brasil;Todas las edades;Total;1 de enero de 2022;3.991
Total Nacional;07 Castilla y León;;Chile;Todas las edades;Total;1 de enero de 2022;582
Total Nacional;07 Castilla y León;;Colombia;Todas las edades;Total;1 de enero de 2022;11.244
Total Nacional;07 Castilla y León;;Ecuador;Todas las edades;Total;1 de enero de 2022;2.437
Total Nacional;07 Castilla y León;;Paraguay;Todas las edades;Total;1 de enero de 2022;1.711
Total Nacional;07 Castilla y León;;Perú;Todas las edades;Total;1 de enero de 2022;3.779
Total Nacional;07 Castilla y León;;Uruguay;Todas las edades;Total;1 de enero de 2022;303
Total Nacional;07 Castilla y León;;Venezuela;Todas las edades;Total;1 de enero de 2022;6.197
Total Nacional;07 Castilla y León;;Resto de Nacionalidades de América del Sur;Todas las edades;Total;1 de enero de 2022;4
Total Nacional;07 Castilla y León;;De Asia;Todas las edades;Total;1 de enero de 2022;7.410
Total Nacional;07 Castilla y León;;Arabia Saudí;Todas las edades;Total;1 de enero de 2022;8
Total Nacional;07 Castilla y León;;Bangladesh;Todas las edades;Total;1 de enero de 2022;194
Total Nacional;07 Castilla y León;;China;Todas las edades;Total;1 de enero de 2022;3.822
Total Nacional;07 Castilla y León;;Corea;Todas las edades;Total;1 de enero de 2022;103
Total Nacional;07 Castilla y León;;Filipinas;Todas las edades;Total;1 de enero de 2022;135
Total Nacional;07 Castilla y León;;India;Todas las edades;Total;1 de enero de 2022;529
Total Nacional;07 Castilla y León;;Indonesia;Todas las edades;Total;1 de enero de 2022;32
Total Nacional;07 Castilla y León;;Irán;Todas las edades;Total;1 de enero de 2022;111
Total Nacional;07 Castilla y León;;Iraq;Todas las edades;Total;1 de enero de 2022;67
Total Nacional;07 Castilla y León;;Israel;Todas las edades;Total;1 de enero de 2022;13
Total Nacional;07 Castilla y León;;Japón;Todas las edades;Total;1 de enero de 2022;143
Total Nacional;07 Castilla y León;;Jordania;Todas las edades;Total;1 de enero de 2022;22
Total Nacional;07 Castilla y León;;Kazajstán;Todas las edades;Total;1 de enero de 2022;53
Total Nacional;07 Castilla y León;;Líbano;Todas las edades;Total;1 de enero de 2022;26
Total Nacional;07 Castilla y León;;Nepal;Todas las edades;Total;1 de enero de 2022;30
Total Nacional;07 Castilla y León;;Pakistán;Todas las edades;Total;1 de enero de 2022;1.042
Total Nacional;07 Castilla y León;;Siria;Todas las edades;Total;1 de enero de 2022;479
Total Nacional;07 Castilla y León;;Tailandia;Todas las edades;Total;1 de enero de 2022;74
Total Nacional;07 Castilla y León;;Vietnam;Todas las edades;Total;1 de enero de 2022;40
Total Nacional;07 Castilla y León;;Resto de Nacionalidades Asiáticas;Todas las edades;Total;1 de enero de 2022;487
Total Nacional;07 Castilla y León;;De Oceanía;Todas las edades;Total;1 de enero de 2022;57
Total Nacional;07 Castilla y León;;Australia;Todas las edades;Total;1 de enero de 2022;37
Total Nacional;07 Castilla y León;;Nueva Zelanda;Todas las edades;Total;1 de enero de 2022;17
Total Nacional;07 Castilla y León;;Resto de Nacionalidades de Oceanía;Todas las edades;Total;1 de enero de 2022;3
Total Nacional;07 Castilla y León;;Apátridas;Todas las edades;Total;1 de enero de 2022;76
Total Nacional;07 Castilla y León;05 Ávila;Extranjera;Todas las edades;Total;1 de enero de 2022;10.491
Total Nacional;07 Castilla y León;05 Ávila;Europa (sin España);Todas las edades;Total;1 de enero de 2022;3.122
Total Nacional;07 Castilla y León;05 Ávila;Alemania;Todas las edades;Total;1 de enero de 2022;66
Total Nacional;07 Castilla y León;05 Ávila;Austria;Todas las edades;Total;1 de enero de 2022;6
Total Nacional;07 Castilla y León;05 Ávila;Bélgica;Todas las edades;Total;1 de enero de 2022;17
Total Nacional;07 Castilla y León;05 Ávila;Bulgaria;Todas las edades;Total;1 de enero de 2022;387
Total Nacional;07 Castilla y León;05 Ávila;Chipre;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Croacia;Todas las edades;Total;1 de enero de 2022;4
Total Nacional;07 Castilla y León;05 Ávila;Dinamarca;Todas las edades;Total;1 de enero de 2022;3
Total Nacional;07 Castilla y León;05 Ávila;Eslovenia;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Estonia;Todas las edades;Total;1 de enero de 2022;2
Total Nacional;07 Castilla y León;05 Ávila;Finlandia;Todas las edades;Total;1 de enero de 2022;1
Total Nacional;07 Castilla y León;05 Ávila;Francia;Todas las edades;Total;1 de enero de 2022;89
Total Nacional;07 Castilla y León;05 Ávila;Grecia;Todas las edades;Total;1 de enero de 2022;1
Total Nacional;07 Castilla y León;05 Ávila;Hungría;Todas las edades;Total;1 de enero de 2022;9
Total Nacional;07 Castilla y León;05 Ávila;Irlanda;Todas las edades;Total;1 de enero de 2022;6
Total Nacional;07 Castilla y León;05 Ávila;Italia;Todas las edades;Total;1 de enero de 2022;171
Total Nacional;07 Castilla y León;05 Ávila;Letonia;Todas las edades;Total;1 de enero de 2022;1
Total Nacional;07 Castilla y León;05 Ávila;Lituania;Todas las edades;Total;1 de enero de 2022;5
Total Nacional;07 Castilla y León;05 Ávila;Luxemburgo;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Malta;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Países Bajos;Todas las edades;Total;1 de enero de 2022;35
Total Nacional;07 Castilla y León;05 Ávila;Polonia;Todas las edades;Total;1 de enero de 2022;87
Total Nacional;07 Castilla y León;05 Ávila;Portugal;Todas las edades;Total;1 de enero de 2022;112
Total Nacional;07 Castilla y León;05 Ávila;República Checa;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;República Eslovaca;Todas las edades;Total;1 de enero de 2022;2
Total Nacional;07 Castilla y León;05 Ávila;Rumanía;Todas las edades;Total;1 de enero de 2022;1.853
Total Nacional;07 Castilla y León;05 Ávila;Suecia;Todas las edades;Total;1 de enero de 2022;2
Total Nacional;07 Castilla y León;05 Ávila;Albania;Todas las edades;Total;1 de enero de 2022;1
Total Nacional;07 Castilla y León;05 Ávila;Andorra;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Armenia;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Belarús;Todas las edades;Total;1 de enero de 2022;4
Total Nacional;07 Castilla y León;05 Ávila;Bosnia y Herzegovina;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Georgia;Todas las edades;Total;1 de enero de 2022;1
Total Nacional;07 Castilla y León;05 Ávila;Islandia;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Liechtenstein;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Macedonia del Norte;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Moldavia;Todas las edades;Total;1 de enero de 2022;5
Total Nacional;07 Castilla y León;05 Ávila;Noruega;Todas las edades;Total;1 de enero de 2022;1
Total Nacional;07 Castilla y León;05 Ávila;Reino Unido;Todas las edades;Total;1 de enero de 2022;103
Total Nacional;07 Castilla y León;05 Ávila;Rusia;Todas las edades;Total;1 de enero de 2022;46
Total Nacional;07 Castilla y León;05 Ávila;Serbia;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Serbia y Montenegro;Todas las edades;Total;1 de enero de 2022;
Total Nacional;07 Castilla y León;05 Ávila;Suiza;Todas las edades;Total;1 de enero de 2022;6
Total Nacional;07 Castilla y León;05 Ávila;Turquía;Todas las edades;Total;1 de enero de 2022;3
Total Nacional;07 Castilla y León;05 Ávila;Ucrania;Todas las edades;Total;1 de enero de 2022;92
Total Nacional;07 Castilla y León;05 Ávila;Resto de Nacionalidades Europeas;Todas las edades;Total;1 de enero de 2022;1
Total Nacional;07 Castilla y León;05 Ávila;De Africa;Todas las edades;Total;1 de enero de 2022;3.559
Total Nacional;07 Castilla y León;05 Ávila;Angola;Todas las edades;Total;1 de enero de 2022;2
Total Nacional;07 Castilla y León;05 Ávila;Argelia;Todas las edades;Total;1 de enero de 2022;111
Total Nacional;07 Castilla y León;05 Ávila;Benin;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Burkina Faso;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Cabo Verde;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Camerún;Todas las edades;Total;1 de enero de 2022;4
Total Nacional;07 Castilla y León;05 Ávila;Congo;Todas las edades;Total;1 de enero de 2022;3
Total Nacional;07 Castilla y León;05 Ávila;Costa de Marfil;Todas las edades;Total;1 de enero de 2022;5
Total Nacional;07 Castilla y León;05 Ávila;Egipto;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Etiopía;Todas las edades;Total;1 de enero de 2022;2
Total Nacional;07 Castilla y León;05 Ávila;Gambia;Todas las edades;Total;1 de enero de 2022;3
Total Nacional;07 Castilla y León;05 Ávila;Ghana;Todas las edades;Total;1 de enero de 2022;3
Total Nacional;07 Castilla y León;05 Ávila;Guinea;Todas las edades;Total;1 de enero de 2022;7
Total Nacional;07 Castilla y León;05 Ávila;Guinea Ecuatorial;Todas las edades;Total;1 de enero de 2022;9
Total Nacional;07 Castilla y León;05 Ávila;Guinea-Bissau;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Kenia;Todas las edades;Total;1 de enero de 2022;3
Total Nacional;07 Castilla y León;05 Ávila;Liberia;Todas las edades;Total;1 de enero de 2022;1
Total Nacional;07 Castilla y León;05 Ávila;Mali;Todas las edades;Total;1 de enero de 2022;41
Total Nacional;07 Castilla y León;05 Ávila;Marruecos;Todas las edades;Total;1 de enero de 2022;3.307
Total Nacional;07 Castilla y León;05 Ávila;Mauritania;Todas las edades;Total;1 de enero de 2022;3
Total Nacional;07 Castilla y León;05 Ávila;Nigeria;Todas las edades;Total;1 de enero de 2022;17
Total Nacional;07 Castilla y León;05 Ávila;República Democrática del Congo;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Senegal;Todas las edades;Total;1 de enero de 2022;26
Total Nacional;07 Castilla y León;05 Ávila;Sierra Leona;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Sudáfrica;Todas las edades;Total;1 de enero de 2022;1
Total Nacional;07 Castilla y León;05 Ávila;Togo;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Túnez;Todas las edades;Total;1 de enero de 2022;2
Total Nacional;07 Castilla y León;05 Ávila;Resto de Nacionalidades Africanas;Todas las edades;Total;1 de enero de 2022;9
Total Nacional;07 Castilla y León;05 Ávila;De América;Todas las edades;Total;1 de enero de 2022;3.291
Total Nacional;07 Castilla y León;05 Ávila;De Centro América y Caribe;Todas las edades;Total;1 de enero de 2022;742
Total Nacional;07 Castilla y León;05 Ávila;Costa Rica;Todas las edades;Total;1 de enero de 2022;14
Total Nacional;07 Castilla y León;05 Ávila;Cuba;Todas las edades;Total;1 de enero de 2022;115
Total Nacional;07 Castilla y León;05 Ávila;Dominica;Todas las edades;Total;1 de enero de 2022;6
Total Nacional;07 Castilla y León;05 Ávila;El Salvador;Todas las edades;Total;1 de enero de 2022;60
Total Nacional;07 Castilla y León;05 Ávila;Guatemala;Todas las edades;Total;1 de enero de 2022;48
Total Nacional;07 Castilla y León;05 Ávila;Honduras;Todas las edades;Total;1 de enero de 2022;129
Total Nacional;07 Castilla y León;05 Ávila;Nicaragua;Todas las edades;Total;1 de enero de 2022;44
Total Nacional;07 Castilla y León;05 Ávila;Panamá;Todas las edades;Total;1 de enero de 2022;4
Total Nacional;07 Castilla y León;05 Ávila;República Dominicana;Todas las edades;Total;1 de enero de 2022;312
Total Nacional;07 Castilla y León;05 Ávila;Resto de Nacionalidades de América Central y Caribe;Todas las edades;Total;1 de enero de 2022;10
Total Nacional;07 Castilla y León;05 Ávila;De América del Norte;Todas las edades;Total;1 de enero de 2022;110
Total Nacional;07 Castilla y León;05 Ávila;Canadá;Todas las edades;Total;1 de enero de 2022;6
Total Nacional;07 Castilla y León;05 Ávila;Estados Unidos de América;Todas las edades;Total;1 de enero de 2022;44
Total Nacional;07 Castilla y León;05 Ávila;México;Todas las edades;Total;1 de enero de 2022;60
Total Nacional;07 Castilla y León;05 Ávila;De Sudamérica;Todas las edades;Total;1 de enero de 2022;2.439
Total Nacional;07 Castilla y León;05 Ávila;Argentina;Todas las edades;Total;1 de enero de 2022;153
Total Nacional;07 Castilla y León;05 Ávila;Bolivia;Todas las edades;Total;1 de enero de 2022;149
Total Nacional;07 Castilla y León;05 Ávila;Brasil;Todas las edades;Total;1 de enero de 2022;159
Total Nacional;07 Castilla y León;05 Ávila;Chile;Todas las edades;Total;1 de enero de 2022;64
Total Nacional;07 Castilla y León;05 Ávila;Colombia;Todas las edades;Total;1 de enero de 2022;846
Total Nacional;07 Castilla y León;05 Ávila;Ecuador;Todas las edades;Total;1 de enero de 2022;155
Total Nacional;07 Castilla y León;05 Ávila;Paraguay;Todas las edades;Total;1 de enero de 2022;108
Total Nacional;07 Castilla y León;05 Ávila;Perú;Todas las edades;Total;1 de enero de 2022;362
Total Nacional;07 Castilla y León;05 Ávila;Uruguay;Todas las edades;Total;1 de enero de 2022;70
Total Nacional;07 Castilla y León;05 Ávila;Venezuela;Todas las edades;Total;1 de enero de 2022;372
Total Nacional;07 Castilla y León;05 Ávila;Resto de Nacionalidades de América del Sur;Todas las edades;Total;1 de enero de 2022;1
Total Nacional;07 Castilla y León;05 Ávila;De Asia;Todas las edades;Total;1 de enero de 2022;509
Total Nacional;07 Castilla y León;05 Ávila;Arabia Saudí;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Bangladesh;Todas las edades;Total;1 de enero de 2022;16
Total Nacional;07 Castilla y León;05 Ávila;China;Todas las edades;Total;1 de enero de 2022;374
Total Nacional;07 Castilla y León;05 Ávila;Corea;Todas las edades;Total;1 de enero de 2022;3
Total Nacional;07 Castilla y León;05 Ávila;Filipinas;Todas las edades;Total;1 de enero de 2022;8
Total Nacional;07 Castilla y León;05 Ávila;India;Todas las edades;Total;1 de enero de 2022;16
Total Nacional;07 Castilla y León;05 Ávila;Indonesia;Todas las edades;Total;1 de enero de 2022;1
Total Nacional;07 Castilla y León;05 Ávila;Irán;Todas las edades;Total;1 de enero de 2022;3
Total Nacional;07 Castilla y León;05 Ávila;Iraq;Todas las edades;Total;1 de enero de 2022;3
Total Nacional;07 Castilla y León;05 Ávila;Israel;Todas las edades;Total;1 de enero de 2022;3
Total Nacional;07 Castilla y León;05 Ávila;Japón;Todas las edades;Total;1 de enero de 2022;7
Total Nacional;07 Castilla y León;05 Ávila;Jordania;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;07 Castilla y León;05 Ávila;Kazajstán;Todas las edades;Total;1 de enero de 2022;0
