Total Nacional;Comunidades y Ciudades Autónomas;Provincias;País de nacionalidad;Edad (hasta 100 y más);Sexo;Periodo;Total
Total Nacional;;;Burkina Faso;Todas las edades;Total;1 de enero de 2022;1.513
Total Nacional;;;Cabo Verde;Todas las edades;Total;1 de enero de 2022;2.609
Total Nacional;;;Camerún;Todas las edades;Total;1 de enero de 2022;6.186
Total Nacional;;;Congo;Todas las edades;Total;1 de enero de 2022;1.270
Total Nacional;;;Costa de Marfil;Todas las edades;Total;1 de enero de 2022;5.259
Total Nacional;;;Egipto;Todas las edades;Total;1 de enero de 2022;4.421
Total Nacional;;;Etiopía;Todas las edades;Total;1 de enero de 2022;552
Total Nacional;;;Gambia;Todas las edades;Total;1 de enero de 2022;23.253
Total Nacional;;;Ghana;Todas las edades;Total;1 de enero de 2022;20.672
Total Nacional;;;Guinea;Todas las edades;Total;1 de enero de 2022;11.162
Total Nacional;;;Guinea Ecuatorial;Todas las edades;Total;1 de enero de 2022;12.291
Total Nacional;;;Guinea-Bissau;Todas las edades;Total;1 de enero de 2022;4.598
Total Nacional;;;Kenia;Todas las edades;Total;1 de enero de 2022;1.426
Total Nacional;;;Liberia;Todas las edades;Total;1 de enero de 2022;225
Total Nacional;;;Mali;Todas las edades;Total;1 de enero de 2022;31.792
Total Nacional;;;Marruecos;Todas las edades;Total;1 de enero de 2022;883.243
Total Nacional;;;Mauritania;Todas las edades;Total;1 de enero de 2022;8.844
Total Nacional;;;Nigeria;Todas las edades;Total;1 de enero de 2022;36.367
Total Nacional;;;República Democrática del Congo;Todas las edades;Total;1 de enero de 2022;818
Total Nacional;;;Senegal;Todas las edades;Total;1 de enero de 2022;83.260
Total Nacional;;;Sierra Leona;Todas las edades;Total;1 de enero de 2022;693
Total Nacional;;;Sudáfrica;Todas las edades;Total;1 de enero de 2022;1.732
Total Nacional;;;Togo;Todas las edades;Total;1 de enero de 2022;454
Total Nacional;;;Túnez;Todas las edades;Total;1 de enero de 2022;3.102
Total Nacional;;;Resto de Nacionalidades Africanas;Todas las edades;Total;1 de enero de 2022;6.144
Total Nacional;;;De América;Todas las edades;Total;1 de enero de 2022;1.618.989
Total Nacional;;;De Centro América y Caribe;Todas las edades;Total;1 de enero de 2022;368.461
Total Nacional;;;Costa Rica;Todas las edades;Total;1 de enero de 2022;3.326
Total Nacional;;;Cuba;Todas las edades;Total;1 de enero de 2022;63.618
Total Nacional;;;Dominica;Todas las edades;Total;1 de enero de 2022;566
Total Nacional;;;El Salvador;Todas las edades;Total;1 de enero de 2022;24.517
Total Nacional;;;Guatemala;Todas las edades;Total;1 de enero de 2022;7.810
Total Nacional;;;Honduras;Todas las edades;Total;1 de enero de 2022;134.125
Total Nacional;;;Nicaragua;Todas las edades;Total;1 de enero de 2022;60.681
Total Nacional;;;Panamá;Todas las edades;Total;1 de enero de 2022;3.101
Total Nacional;;;República Dominicana;Todas las edades;Total;1 de enero de 2022;69.399
Total Nacional;;;Resto de Nacionalidades de América Central y Caribe;Todas las edades;Total;1 de enero de 2022;1.318
Total Nacional;;;De América del Norte;Todas las edades;Total;1 de enero de 2022;76.628
Total Nacional;;;Canadá;Todas las edades;Total;1 de enero de 2022;5.385
Total Nacional;;;Estados Unidos de América;Todas las edades;Total;1 de enero de 2022;41.953
Total Nacional;;;México;Todas las edades;Total;1 de enero de 2022;29.290
Total Nacional;;;De Sudamérica;Todas las edades;Total;1 de enero de 2022;1.173.900
Total Nacional;;;Argentina;Todas las edades;Total;1 de enero de 2022;97.257
Total Nacional;;;Bolivia;Todas las edades;Total;1 de enero de 2022;79.233
Total Nacional;;;Brasil;Todas las edades;Total;1 de enero de 2022;91.045
Total Nacional;;;Chile;Todas las edades;Total;1 de enero de 2022;28.256
Total Nacional;;;Colombia;Todas las edades;Total;1 de enero de 2022;314.679
Total Nacional;;;Ecuador;Todas las edades;Total;1 de enero de 2022;119.885
Total Nacional;;;Paraguay;Todas las edades;Total;1 de enero de 2022;83.965
Total Nacional;;;Perú;Todas las edades;Total;1 de enero de 2022;120.255
Total Nacional;;;Uruguay;Todas las edades;Total;1 de enero de 2022;27.208
Total Nacional;;;Venezuela;Todas las edades;Total;1 de enero de 2022;212.064
Total Nacional;;;Resto de Nacionalidades de América del Sur;Todas las edades;Total;1 de enero de 2022;53
Total Nacional;;;De Asia;Todas las edades;Total;1 de enero de 2022;493.065
Total Nacional;;;Arabia Saudí;Todas las edades;Total;1 de enero de 2022;1.058
Total Nacional;;;Bangladesh;Todas las edades;Total;1 de enero de 2022;18.901
Total Nacional;;;China;Todas las edades;Total;1 de enero de 2022;223.999
Total Nacional;;;Corea;Todas las edades;Total;1 de enero de 2022;3.770
Total Nacional;;;Filipinas;Todas las edades;Total;1 de enero de 2022;37.419
Total Nacional;;;India;Todas las edades;Total;1 de enero de 2022;51.440
Total Nacional;;;Indonesia;Todas las edades;Total;1 de enero de 2022;2.108
Total Nacional;;;Irán;Todas las edades;Total;1 de enero de 2022;7.477
Total Nacional;;;Iraq;Todas las edades;Total;1 de enero de 2022;2.011
Total Nacional;;;Israel;Todas las edades;Total;1 de enero de 2022;2.424
Total Nacional;;;Japón;Todas las edades;Total;1 de enero de 2022;6.068
Total Nacional;;;Jordania;Todas las edades;Total;1 de enero de 2022;1.373
Total Nacional;;;Kazajstán;Todas las edades;Total;1 de enero de 2022;3.475
Total Nacional;;;Líbano;Todas las edades;Total;1 de enero de 2022;2.821
Total Nacional;;;Nepal;Todas las edades;Total;1 de enero de 2022;5.419
Total Nacional;;;Pakistán;Todas las edades;Total;1 de enero de 2022;100.496
Total Nacional;;;Siria;Todas las edades;Total;1 de enero de 2022;8.019
Total Nacional;;;Tailandia;Todas las edades;Total;1 de enero de 2022;2.326
Total Nacional;;;Vietnam;Todas las edades;Total;1 de enero de 2022;2.434
Total Nacional;;;Resto de Nacionalidades Asiáticas;Todas las edades;Total;1 de enero de 2022;10.027
Total Nacional;;;De Oceanía;Todas las edades;Total;1 de enero de 2022;3.580
Total Nacional;;;Australia;Todas las edades;Total;1 de enero de 2022;2.692
Total Nacional;;;Nueva Zelanda;Todas las edades;Total;1 de enero de 2022;772
Total Nacional;;;Resto de Nacionalidades de Oceanía;Todas las edades;Total;1 de enero de 2022;116
Total Nacional;;;Apátridas;Todas las edades;Total;1 de enero de 2022;3.631
Total Nacional;01 Andalucía;;Extranjera;Todas las edades;Total;1 de enero de 2022;741.378
Total Nacional;01 Andalucía;;Europa (sin España);Todas las edades;Total;1 de enero de 2022;342.463
Total Nacional;01 Andalucía;;Alemania;Todas las edades;Total;1 de enero de 2022;16.829
Total Nacional;01 Andalucía;;Austria;Todas las edades;Total;1 de enero de 2022;1.013
Total Nacional;01 Andalucía;;Bélgica;Todas las edades;Total;1 de enero de 2022;8.221
Total Nacional;01 Andalucía;;Bulgaria;Todas las edades;Total;1 de enero de 2022;8.439
Total Nacional;01 Andalucía;;Chipre;Todas las edades;Total;1 de enero de 2022;56
Total Nacional;01 Andalucía;;Croacia;Todas las edades;Total;1 de enero de 2022;292
Total Nacional;01 Andalucía;;Dinamarca;Todas las edades;Total;1 de enero de 2022;4.530
Total Nacional;01 Andalucía;;Eslovenia;Todas las edades;Total;1 de enero de 2022;162
Total Nacional;01 Andalucía;;Estonia;Todas las edades;Total;1 de enero de 2022;759
Total Nacional;01 Andalucía;;Finlandia;Todas las edades;Total;1 de enero de 2022;7.105
Total Nacional;01 Andalucía;;Francia;Todas las edades;Total;1 de enero de 2022;14.277
Total Nacional;01 Andalucía;;Grecia;Todas las edades;Total;1 de enero de 2022;512
Total Nacional;01 Andalucía;;Hungría;Todas las edades;Total;1 de enero de 2022;1.867
Total Nacional;01 Andalucía;;Irlanda;Todas las edades;Total;1 de enero de 2022;5.106
Total Nacional;01 Andalucía;;Italia;Todas las edades;Total;1 de enero de 2022;26.328
Total Nacional;01 Andalucía;;Letonia;Todas las edades;Total;1 de enero de 2022;710
Total Nacional;01 Andalucía;;Lituania;Todas las edades;Total;1 de enero de 2022;3.691
Total Nacional;01 Andalucía;;Luxemburgo;Todas las edades;Total;1 de enero de 2022;146
Total Nacional;01 Andalucía;;Malta;Todas las edades;Total;1 de enero de 2022;105
Total Nacional;01 Andalucía;;Países Bajos;Todas las edades;Total;1 de enero de 2022;10.584
Total Nacional;01 Andalucía;;Polonia;Todas las edades;Total;1 de enero de 2022;6.030
Total Nacional;01 Andalucía;;Portugal;Todas las edades;Total;1 de enero de 2022;7.438
Total Nacional;01 Andalucía;;República Checa;Todas las edades;Total;1 de enero de 2022;873
Total Nacional;01 Andalucía;;República Eslovaca;Todas las edades;Total;1 de enero de 2022;692
Total Nacional;01 Andalucía;;Rumanía;Todas las edades;Total;1 de enero de 2022;73.010
Total Nacional;01 Andalucía;;Suecia;Todas las edades;Total;1 de enero de 2022;8.159
Total Nacional;01 Andalucía;;Albania;Todas las edades;Total;1 de enero de 2022;458
Total Nacional;01 Andalucía;;Andorra;Todas las edades;Total;1 de enero de 2022;31
Total Nacional;01 Andalucía;;Armenia;Todas las edades;Total;1 de enero de 2022;845
Total Nacional;01 Andalucía;;Belarús;Todas las edades;Total;1 de enero de 2022;1.134
Total Nacional;01 Andalucía;;Bosnia y Herzegovina;Todas las edades;Total;1 de enero de 2022;87
Total Nacional;01 Andalucía;;Georgia;Todas las edades;Total;1 de enero de 2022;1.504
Total Nacional;01 Andalucía;;Islandia;Todas las edades;Total;1 de enero de 2022;108
Total Nacional;01 Andalucía;;Liechtenstein;Todas las edades;Total;1 de enero de 2022;6
Total Nacional;01 Andalucía;;Macedonia del Norte;Todas las edades;Total;1 de enero de 2022;50
Total Nacional;01 Andalucía;;Moldavia;Todas las edades;Total;1 de enero de 2022;948
Total Nacional;01 Andalucía;;Noruega;Todas las edades;Total;1 de enero de 2022;2.762
Total Nacional;01 Andalucía;;Reino Unido;Todas las edades;Total;1 de enero de 2022;92.180
Total Nacional;01 Andalucía;;Rusia;Todas las edades;Total;1 de enero de 2022;14.905
Total Nacional;01 Andalucía;;Serbia;Todas las edades;Total;1 de enero de 2022;444
Total Nacional;01 Andalucía;;Serbia y Montenegro;Todas las edades;Total;1 de enero de 2022;
Total Nacional;01 Andalucía;;Suiza;Todas las edades;Total;1 de enero de 2022;2.056
Total Nacional;01 Andalucía;;Turquía;Todas las edades;Total;1 de enero de 2022;535
Total Nacional;01 Andalucía;;Ucrania;Todas las edades;Total;1 de enero de 2022;17.434
Total Nacional;01 Andalucía;;Resto de Nacionalidades Europeas;Todas las edades;Total;1 de enero de 2022;42
Total Nacional;01 Andalucía;;De Africa;Todas las edades;Total;1 de enero de 2022;211.443
Total Nacional;01 Andalucía;;Angola;Todas las edades;Total;1 de enero de 2022;81
Total Nacional;01 Andalucía;;Argelia;Todas las edades;Total;1 de enero de 2022;5.065
Total Nacional;01 Andalucía;;Benin;Todas las edades;Total;1 de enero de 2022;53
Total Nacional;01 Andalucía;;Burkina Faso;Todas las edades;Total;1 de enero de 2022;395
Total Nacional;01 Andalucía;;Cabo Verde;Todas las edades;Total;1 de enero de 2022;82
Total Nacional;01 Andalucía;;Camerún;Todas las edades;Total;1 de enero de 2022;571
Total Nacional;01 Andalucía;;Congo;Todas las edades;Total;1 de enero de 2022;90
Total Nacional;01 Andalucía;;Costa de Marfil;Todas las edades;Total;1 de enero de 2022;1.080
Total Nacional;01 Andalucía;;Egipto;Todas las edades;Total;1 de enero de 2022;530
Total Nacional;01 Andalucía;;Etiopía;Todas las edades;Total;1 de enero de 2022;63
Total Nacional;01 Andalucía;;Gambia;Todas las edades;Total;1 de enero de 2022;1.897
Total Nacional;01 Andalucía;;Ghana;Todas las edades;Total;1 de enero de 2022;2.588
Total Nacional;01 Andalucía;;Guinea;Todas las edades;Total;1 de enero de 2022;1.434
Total Nacional;01 Andalucía;;Guinea Ecuatorial;Todas las edades;Total;1 de enero de 2022;605
Total Nacional;01 Andalucía;;Guinea-Bissau;Todas las edades;Total;1 de enero de 2022;1.652
Total Nacional;01 Andalucía;;Kenia;Todas las edades;Total;1 de enero de 2022;348
Total Nacional;01 Andalucía;;Liberia;Todas las edades;Total;1 de enero de 2022;31
Total Nacional;01 Andalucía;;Mali;Todas las edades;Total;1 de enero de 2022;8.029
Total Nacional;01 Andalucía;;Marruecos;Todas las edades;Total;1 de enero de 2022;163.585
Total Nacional;01 Andalucía;;Mauritania;Todas las edades;Total;1 de enero de 2022;1.530
Total Nacional;01 Andalucía;;Nigeria;Todas las edades;Total;1 de enero de 2022;4.198
Total Nacional;01 Andalucía;;República Democrática del Congo;Todas las edades;Total;1 de enero de 2022;29
Total Nacional;01 Andalucía;;Senegal;Todas las edades;Total;1 de enero de 2022;15.942
Total Nacional;01 Andalucía;;Sierra Leona;Todas las edades;Total;1 de enero de 2022;83
Total Nacional;01 Andalucía;;Sudáfrica;Todas las edades;Total;1 de enero de 2022;320
Total Nacional;01 Andalucía;;Togo;Todas las edades;Total;1 de enero de 2022;68
Total Nacional;01 Andalucía;;Túnez;Todas las edades;Total;1 de enero de 2022;483
Total Nacional;01 Andalucía;;Resto de Nacionalidades Africanas;Todas las edades;Total;1 de enero de 2022;611
Total Nacional;01 Andalucía;;De América;Todas las edades;Total;1 de enero de 2022;144.544
Total Nacional;01 Andalucía;;De Centro América y Caribe;Todas las edades;Total;1 de enero de 2022;30.160
Total Nacional;01 Andalucía;;Costa Rica;Todas las edades;Total;1 de enero de 2022;336
Total Nacional;01 Andalucía;;Cuba;Todas las edades;Total;1 de enero de 2022;4.795
Total Nacional;01 Andalucía;;Dominica;Todas las edades;Total;1 de enero de 2022;38
Total Nacional;01 Andalucía;;El Salvador;Todas las edades;Total;1 de enero de 2022;2.261
Total Nacional;01 Andalucía;;Guatemala;Todas las edades;Total;1 de enero de 2022;766
Total Nacional;01 Andalucía;;Honduras;Todas las edades;Total;1 de enero de 2022;7.384
Total Nacional;01 Andalucía;;Nicaragua;Todas las edades;Total;1 de enero de 2022;10.569
Total Nacional;01 Andalucía;;Panamá;Todas las edades;Total;1 de enero de 2022;264
Total Nacional;01 Andalucía;;República Dominicana;Todas las edades;Total;1 de enero de 2022;3.569
Total Nacional;01 Andalucía;;Resto de Nacionalidades de América Central y Caribe;Todas las edades;Total;1 de enero de 2022;178
Total Nacional;01 Andalucía;;De América del Norte;Todas las edades;Total;1 de enero de 2022;11.446
Total Nacional;01 Andalucía;;Canadá;Todas las edades;Total;1 de enero de 2022;1.065
Total Nacional;01 Andalucía;;Estados Unidos de América;Todas las edades;Total;1 de enero de 2022;7.304
Total Nacional;01 Andalucía;;México;Todas las edades;Total;1 de enero de 2022;3.077
Total Nacional;01 Andalucía;;De Sudamérica;Todas las edades;Total;1 de enero de 2022;102.938
Total Nacional;01 Andalucía;;Argentina;Todas las edades;Total;1 de enero de 2022;15.232
Total Nacional;01 Andalucía;;Bolivia;Todas las edades;Total;1 de enero de 2022;6.936
Total Nacional;01 Andalucía;;Brasil;Todas las edades;Total;1 de enero de 2022;9.446
Total Nacional;01 Andalucía;;Chile;Todas las edades;Total;1 de enero de 2022;2.292
Total Nacional;01 Andalucía;;Colombia;Todas las edades;Total;1 de enero de 2022;25.795
Total Nacional;01 Andalucía;;Ecuador;Todas las edades;Total;1 de enero de 2022;7.009
Total Nacional;01 Andalucía;;Paraguay;Todas las edades;Total;1 de enero de 2022;11.290
Total Nacional;01 Andalucía;;Perú;Todas las edades;Total;1 de enero de 2022;7.038
Total Nacional;01 Andalucía;;Uruguay;Todas las edades;Total;1 de enero de 2022;1.855
Total Nacional;01 Andalucía;;Venezuela;Todas las edades;Total;1 de enero de 2022;16.038
Total Nacional;01 Andalucía;;Resto de Nacionalidades de América del Sur;Todas las edades;Total;1 de enero de 2022;7
Total Nacional;01 Andalucía;;De Asia;Todas las edades;Total;1 de enero de 2022;41.811
Total Nacional;01 Andalucía;;Arabia Saudí;Todas las edades;Total;1 de enero de 2022;383
Total Nacional;01 Andalucía;;Bangladesh;Todas las edades;Total;1 de enero de 2022;858
Total Nacional;01 Andalucía;;China;Todas las edades;Total;1 de enero de 2022;21.975
Total Nacional;01 Andalucía;;Corea;Todas las edades;Total;1 de enero de 2022;235
Total Nacional;01 Andalucía;;Filipinas;Todas las edades;Total;1 de enero de 2022;2.877
Total Nacional;01 Andalucía;;India;Todas las edades;Total;1 de enero de 2022;2.463
Total Nacional;01 Andalucía;;Indonesia;Todas las edades;Total;1 de enero de 2022;194
Total Nacional;01 Andalucía;;Irán;Todas las edades;Total;1 de enero de 2022;1.774
Total Nacional;01 Andalucía;;Iraq;Todas las edades;Total;1 de enero de 2022;409
Total Nacional;01 Andalucía;;Israel;Todas las edades;Total;1 de enero de 2022;304
Total Nacional;01 Andalucía;;Japón;Todas las edades;Total;1 de enero de 2022;682
Total Nacional;01 Andalucía;;Jordania;Todas las edades;Total;1 de enero de 2022;242
Total Nacional;01 Andalucía;;Kazajstán;Todas las edades;Total;1 de enero de 2022;400
Total Nacional;01 Andalucía;;Líbano;Todas las edades;Total;1 de enero de 2022;298
Total Nacional;01 Andalucía;;Nepal;Todas las edades;Total;1 de enero de 2022;177
Total Nacional;01 Andalucía;;Pakistán;Todas las edades;Total;1 de enero de 2022;5.150
Total Nacional;01 Andalucía;;Siria;Todas las edades;Total;1 de enero de 2022;1.464
Total Nacional;01 Andalucía;;Tailandia;Todas las edades;Total;1 de enero de 2022;320
Total Nacional;01 Andalucía;;Vietnam;Todas las edades;Total;1 de enero de 2022;237
Total Nacional;01 Andalucía;;Resto de Nacionalidades Asiáticas;Todas las edades;Total;1 de enero de 2022;1.369
Total Nacional;01 Andalucía;;De Oceanía;Todas las edades;Total;1 de enero de 2022;573
Total Nacional;01 Andalucía;;Australia;Todas las edades;Total;1 de enero de 2022;443
Total Nacional;01 Andalucía;;Nueva Zelanda;Todas las edades;Total;1 de enero de 2022;121
Total Nacional;01 Andalucía;;Resto de Nacionalidades de Oceanía;Todas las edades;Total;1 de enero de 2022;9
Total Nacional;01 Andalucía;;Apátridas;Todas las edades;Total;1 de enero de 2022;544
Total Nacional;01 Andalucía;04 Almería;Extranjera;Todas las edades;Total;1 de enero de 2022;162.091
Total Nacional;01 Andalucía;04 Almería;Europa (sin España);Todas las edades;Total;1 de enero de 2022;59.539
Total Nacional;01 Andalucía;04 Almería;Alemania;Todas las edades;Total;1 de enero de 2022;1.478
Total Nacional;01 Andalucía;04 Almería;Austria;Todas las edades;Total;1 de enero de 2022;75
Total Nacional;01 Andalucía;04 Almería;Bélgica;Todas las edades;Total;1 de enero de 2022;1.398
Total Nacional;01 Andalucía;04 Almería;Bulgaria;Todas las edades;Total;1 de enero de 2022;2.340
Total Nacional;01 Andalucía;04 Almería;Chipre;Todas las edades;Total;1 de enero de 2022;3
Total Nacional;01 Andalucía;04 Almería;Croacia;Todas las edades;Total;1 de enero de 2022;17
Total Nacional;01 Andalucía;04 Almería;Dinamarca;Todas las edades;Total;1 de enero de 2022;75
Total Nacional;01 Andalucía;04 Almería;Eslovenia;Todas las edades;Total;1 de enero de 2022;12
Total Nacional;01 Andalucía;04 Almería;Estonia;Todas las edades;Total;1 de enero de 2022;21
Total Nacional;01 Andalucía;04 Almería;Finlandia;Todas las edades;Total;1 de enero de 2022;33
Total Nacional;01 Andalucía;04 Almería;Francia;Todas las edades;Total;1 de enero de 2022;1.498
Total Nacional;01 Andalucía;04 Almería;Grecia;Todas las edades;Total;1 de enero de 2022;37
Total Nacional;01 Andalucía;04 Almería;Hungría;Todas las edades;Total;1 de enero de 2022;133
Total Nacional;01 Andalucía;04 Almería;Irlanda;Todas las edades;Total;1 de enero de 2022;522
Total Nacional;01 Andalucía;04 Almería;Italia;Todas las edades;Total;1 de enero de 2022;1.862
Total Nacional;01 Andalucía;04 Almería;Letonia;Todas las edades;Total;1 de enero de 2022;31
Total Nacional;01 Andalucía;04 Almería;Lituania;Todas las edades;Total;1 de enero de 2022;1.951
Total Nacional;01 Andalucía;04 Almería;Luxemburgo;Todas las edades;Total;1 de enero de 2022;10
Total Nacional;01 Andalucía;04 Almería;Malta;Todas las edades;Total;1 de enero de 2022;5
Total Nacional;01 Andalucía;04 Almería;Países Bajos;Todas las edades;Total;1 de enero de 2022;930
Total Nacional;01 Andalucía;04 Almería;Polonia;Todas las edades;Total;1 de enero de 2022;423
Total Nacional;01 Andalucía;04 Almería;Portugal;Todas las edades;Total;1 de enero de 2022;490
Total Nacional;01 Andalucía;04 Almería;República Checa;Todas las edades;Total;1 de enero de 2022;83
Total Nacional;01 Andalucía;04 Almería;República Eslovaca;Todas las edades;Total;1 de enero de 2022;46
Total Nacional;01 Andalucía;04 Almería;Rumanía;Todas las edades;Total;1 de enero de 2022;23.045
Total Nacional;01 Andalucía;04 Almería;Suecia;Todas las edades;Total;1 de enero de 2022;131
Total Nacional;01 Andalucía;04 Almería;Albania;Todas las edades;Total;1 de enero de 2022;84
Total Nacional;01 Andalucía;04 Almería;Andorra;Todas las edades;Total;1 de enero de 2022;7
Total Nacional;01 Andalucía;04 Almería;Armenia;Todas las edades;Total;1 de enero de 2022;58
Total Nacional;01 Andalucía;04 Almería;Belarús;Todas las edades;Total;1 de enero de 2022;78
Total Nacional;01 Andalucía;04 Almería;Bosnia y Herzegovina;Todas las edades;Total;1 de enero de 2022;4
Total Nacional;01 Andalucía;04 Almería;Georgia;Todas las edades;Total;1 de enero de 2022;173
Total Nacional;01 Andalucía;04 Almería;Islandia;Todas las edades;Total;1 de enero de 2022;9
Total Nacional;01 Andalucía;04 Almería;Liechtenstein;Todas las edades;Total;1 de enero de 2022;1
Total Nacional;01 Andalucía;04 Almería;Macedonia del Norte;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;01 Andalucía;04 Almería;Moldavia;Todas las edades;Total;1 de enero de 2022;230
Total Nacional;01 Andalucía;04 Almería;Noruega;Todas las edades;Total;1 de enero de 2022;53
Total Nacional;01 Andalucía;04 Almería;Reino Unido;Todas las edades;Total;1 de enero de 2022;17.272
Total Nacional;01 Andalucía;04 Almería;Rusia;Todas las edades;Total;1 de enero de 2022;3.119
Total Nacional;01 Andalucía;04 Almería;Serbia;Todas las edades;Total;1 de enero de 2022;29
Total Nacional;01 Andalucía;04 Almería;Serbia y Montenegro;Todas las edades;Total;1 de enero de 2022;
Total Nacional;01 Andalucía;04 Almería;Suiza;Todas las edades;Total;1 de enero de 2022;156
Total Nacional;01 Andalucía;04 Almería;Turquía;Todas las edades;Total;1 de enero de 2022;27
Total Nacional;01 Andalucía;04 Almería;Ucrania;Todas las edades;Total;1 de enero de 2022;1.587
Total Nacional;01 Andalucía;04 Almería;Resto de Nacionalidades Europeas;Todas las edades;Total;1 de enero de 2022;3
Total Nacional;01 Andalucía;04 Almería;De Africa;Todas las edades;Total;1 de enero de 2022;83.279
Total Nacional;01 Andalucía;04 Almería;Angola;Todas las edades;Total;1 de enero de 2022;3
Total Nacional;01 Andalucía;04 Almería;Argelia;Todas las edades;Total;1 de enero de 2022;808
Total Nacional;01 Andalucía;04 Almería;Benin;Todas las edades;Total;1 de enero de 2022;18
Total Nacional;01 Andalucía;04 Almería;Burkina Faso;Todas las edades;Total;1 de enero de 2022;228
Total Nacional;01 Andalucía;04 Almería;Cabo Verde;Todas las edades;Total;1 de enero de 2022;15
Total Nacional;01 Andalucía;04 Almería;Camerún;Todas las edades;Total;1 de enero de 2022;59
Total Nacional;01 Andalucía;04 Almería;Congo;Todas las edades;Total;1 de enero de 2022;6
Total Nacional;01 Andalucía;04 Almería;Costa de Marfil;Todas las edades;Total;1 de enero de 2022;251
Total Nacional;01 Andalucía;04 Almería;Egipto;Todas las edades;Total;1 de enero de 2022;37
